protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT814_2_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	87	191	86
PRT814_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	84	203	76
PRT814_2_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	62	169	49
PRT814_2_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	60	108	60
PRT814_2_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	53	126	40
PRT814_2_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	52	100	47
PRT814_2_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	51	97	44
PRT814_2_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	51	127	39
PRT814_2_P02768	P02768	ALBU_HUMAN	Serum albumin	Representative isoform	45	324	45
PRT814_2_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	37	85	37
PRT814_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	33	180	33
PRT814_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	32	188	13
PRT814_2_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	32	50	32
PRT814_2_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	31	77	17
PRT814_2_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	Representative isoform	30	79	30
PRT814_2_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	30	147	20
PRT814_2_Q86VP6	Q86VP6	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1	Representative isoform	28	65	27
PRT814_2_P18206	P18206	VINC_HUMAN	Vinculin	Representative isoform	27	68	27
PRT814_2_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	Representative isoform	26	57	22
PRT814_2_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	25	80	25
PRT814_2_O75533	O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1	Representative isoform	25	53	25
PRT814_2_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	Representative isoform	25	49	25
PRT814_2_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	Representative isoform	25	37	25
PRT814_2_P12814	P12814	ACTN1_HUMAN	Alpha-actinin-1	Representative isoform	25	58	10
PRT814_2_Q14697	Q14697	GANAB_HUMAN	Neutral alpha-glucosidase AB	Representative isoform	25	70	25
PRT814_2_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	24	34	24
PRT814_2_Q14974	Q14974	IMB1_HUMAN	Importin subunit beta-1	Representative isoform	24	55	24
PRT814_2_P51659	P51659	DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2	Representative isoform	24	56	24
PRT814_2_Q9UBC3	Q9UBC3	DNM3B_HUMAN	DNA (cytosine-5)-methyltransferase 3B	Representative isoform	24	58	22
PRT814_2_Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1	Representative isoform	24	35	24
PRT814_2_P55060	P55060	XPO2_HUMAN	Exportin-2	Representative isoform	23	55	23
PRT814_2_P34932	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4	Representative isoform	23	65	21
PRT814_2_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	Representative isoform	22	77	21
PRT814_2_P49321	P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein	Representative isoform	22	72	22
PRT814_2_P29401	P29401	TKT_HUMAN	Transketolase	Representative isoform	22	73	21
PRT814_2_Q15029	Q15029	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component	Representative isoform	22	34	21
PRT814_2_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	22	24	21
PRT814_2_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	21	144	1
PRT814_2_Q16555	Q16555	DPYL2_HUMAN	Dihydropyrimidinase-related protein 2	Representative isoform	21	55	17
PRT814_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	21	77	20
PRT814_2_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Representative isoform	21	87	18
PRT814_2_P35221	P35221	CTNA1_HUMAN	Catenin alpha-1	Representative isoform	21	43	17
PRT814_2_O00410	O00410	IPO5_HUMAN	Importin-5	Representative isoform	21	44	19
PRT814_2_P12956	P12956	XRCC6_HUMAN	X-ray repair cross-complementing protein 6	Representative isoform	20	75	20
PRT814_2_P50990	P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta	Representative isoform	20	62	20
PRT814_2_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	20	30	20
PRT814_2_Q02880	Q02880	TOP2B_HUMAN	DNA topoisomerase 2-beta	Representative isoform	20	31	16
PRT814_2_P78347	P78347	GTF2I_HUMAN	General transcription factor II-I	Representative isoform	20	59	19
PRT814_2_P50991	P50991	TCPD_HUMAN	T-complex protein 1 subunit delta	Representative isoform	20	53	18
PRT814_2_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	Representative isoform	20	36	17
PRT814_2_P26640	P26640	SYVC_HUMAN	Valine--tRNA ligase	Representative isoform	20	26	20
PRT814_2_P17844	P17844	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5	Representative isoform	20	52	16
PRT814_2_P13797	P13797	PLST_HUMAN	Plastin-3	Representative isoform	20	41	13
PRT814_2_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	Representative isoform	19	21	19
PRT814_2_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	19	134	0
PRT814_2_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	Representative isoform	19	82	19
PRT814_2_P52701	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6	Representative isoform	19	33	19
PRT814_2_P25705	P25705	ATPA_HUMAN	ATP synthase subunit alpha, mitochondrial	Representative isoform	19	83	19
PRT814_2_P49588	P49588	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic	Representative isoform	19	40	19
PRT814_2_Q71U36	Q71U36	TBA1A_HUMAN	Tubulin alpha-1A chain	Representative isoform	19	124	0
PRT814_2_P40227	P40227	TCPZ_HUMAN	T-complex protein 1 subunit zeta	Representative isoform	19	53	15
PRT814_2_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	Representative isoform	19	30	13
PRT814_2_P09651	P09651	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1	Representative isoform	19	71	7
PRT814_2_Q16851	Q16851	UGPA_HUMAN	UTP--glucose-1-phosphate uridylyltransferase	Representative isoform	19	55	19
PRT814_2_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	Representative isoform	19	46	15
PRT814_2_P06733	P06733	ENOA_HUMAN	Alpha-enolase	Representative isoform	19	160	15
PRT814_2_P14868	P14868	SYDC_HUMAN	Aspartate--tRNA ligase, cytoplasmic	Representative isoform	18	33	18
