protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT868_1_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	3	19	3
PRT868_1_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	3	14	0
PRT868_1_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	2	19	2
PRT868_1_P19973	P19973	LSP1_MOUSE	Lymphocyte-specific protein 1	Representative isoform	2	32	1
PRT868_1_Q08943	Q08943	SSRP1_MOUSE	FACT complex subunit SSRP1	Representative isoform	2	10	0
PRT868_1_Q9CW46	Q9CW46	RAVR1_MOUSE	Ribonucleoprotein PTB-binding 1	Representative isoform	2	22	1
PRT868_1_Q8R550	Q8R550	SH3K1_MOUSE	SH3 domain-containing kinase-binding protein 1	Representative isoform	2	7	0
PRT868_1_Q3UL36	Q3UL36	ARGL1_MOUSE	Arginine and glutamate-rich protein 1	Representative isoform	1	7	0
PRT868_1_Q80TY0	Q80TY0	FNBP1_MOUSE	Formin-binding protein 1	Representative isoform	1	3	0
PRT868_1_Q3UHJ0	Q3UHJ0	AAK1_MOUSE	AP2-associated protein kinase 1	Representative isoform	1	3	0
PRT868_1_P13864	P13864	DNMT1_MOUSE	DNA (cytosine-5)-methyltransferase 1	Representative isoform	1	3	0
PRT868_1_A2BH40	A2BH40	ARI1A_MOUSE	AT-rich interactive domain-containing protein 1A	Representative isoform	1	4	0
PRT868_1_Q3UZA1	Q3UZA1	CPZIP_MOUSE	CapZ-interacting protein	Representative isoform	1	3	1
PRT868_1_Q8VDM6	Q8VDM6	HNRL1_MOUSE	Heterogeneous nuclear ribonucleoprotein U-like protein 1	Representative isoform	1	4	1
PRT868_1_Q810A7	Q810A7	DDX42_MOUSE	ATP-dependent RNA helicase DDX42	Representative isoform	1	2	1
PRT868_1_Q6GYP7	Q6GYP7	RGPA1_MOUSE	Ral GTPase-activating protein subunit alpha-1	Representative isoform	1	2	0
PRT868_1_E9Q5K9	E9Q5K9	YTDC1_MOUSE	YTH domain-containing protein 1	Representative isoform	1	8	0
PRT868_1_Q8BG05	Q8BG05	ROA3_MOUSE	Heterogeneous nuclear ribonucleoprotein A3	Representative isoform	1	4	0
PRT868_1_Q8VEK3	Q8VEK3	HNRPU_MOUSE	Heterogeneous nuclear ribonucleoprotein U	Representative isoform	1	33	1
PRT868_1_Q9CSU0	Q9CSU0	RPR1B_MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 1B	Representative isoform	1	5	0
PRT868_1_Q5SVQ0	Q5SVQ0	KAT7_MOUSE	Histone acetyltransferase KAT7	Representative isoform	1	2	1
PRT868_1_Q9JL26	Q9JL26	FMNL1_MOUSE	Formin-like protein 1	Representative isoform	1	3	0
PRT868_1_Q99JF8	Q99JF8	PSIP1_MOUSE	PC4 and SFRS1-interacting protein	Representative isoform	1	5	0
PRT868_1_Q03267	Q03267	IKZF1_MOUSE	DNA-binding protein Ikaros	Representative isoform	1	2	0
PRT868_1_Q6ZPZ3	Q6ZPZ3	ZC3H4_MOUSE	Zinc finger CCCH domain-containing protein 4	Representative isoform	1	4	0
PRT868_1_Q8BGU5	Q8BGU5	CCNY_MOUSE	Cyclin-Y	Representative isoform	1	4	1
PRT868_1_Q99MR6	Q99MR6	SRRT_MOUSE	Serrate RNA effector molecule homolog	Representative isoform	1	3	0
PRT868_1_Q569Z5	Q569Z5	DDX46_MOUSE	Probable ATP-dependent RNA helicase DDX46	Representative isoform	1	1	0
PRT868_1_E9PVX6	E9PVX6	KI67_MOUSE	Proliferation marker protein Ki-67	Representative isoform	1	4	1
PRT868_1_Q8C079	Q8C079	STRP1_MOUSE	Striatin-interacting protein 1	Representative isoform	1	6	1
PRT868_1_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	1	11	0
PRT868_1_Q9D4J7	Q9D4J7	PHF6_MOUSE	PHD finger protein 6	Representative isoform	1	4	0
PRT868_1_Q64511	Q64511	TOP2B_MOUSE	DNA topoisomerase 2-beta	leading protein	4	20	1
PRT868_1_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	leading protein	3	19	3
PRT868_1_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	leading protein	3	14	0
PRT868_1_Q9R0P4	Q9R0P4	SMAP_MOUSE	Small acidic protein	leading protein	3	16	0
PRT868_1_O08784	O08784	TCOF_MOUSE	Treacle protein	leading protein	3	18	0
PRT868_1_P43277	P43277	H13_MOUSE	Histone H1.3	leading protein	3	30	1
PRT868_1_Q61937	Q61937	NPM_MOUSE	Nucleophosmin	leading protein	2	18	0
PRT868_1_P50580	P50580	PA2G4_MOUSE	Proliferation-associated protein 2G4	leading protein	2	15	2
PRT868_1_P97310	P97310	MCM2_MOUSE	DNA replication licensing factor MCM2	leading protein	2	8	2
PRT868_1_P43275	P43275	H11_MOUSE	Histone H1.1	leading protein	2	10	2
PRT868_1_A0A0N4SVC2	A0A0N4SVC2	A0A0N4SVC2_MOUSE	Transformer-2 protein homolog alpha	leading protein	2	8	0
PRT868_1_P54227	P54227	STMN1_MOUSE	Stathmin	leading protein	2	21	0
PRT868_1_Q8VDD5	Q8VDD5	MYH9_MOUSE	Myosin-9	leading protein	2	3	2
PRT868_1_Q9CW46	Q9CW46	RAVR1_MOUSE	Ribonucleoprotein PTB-binding 1	leading protein	2	22	1
PRT868_1_P19973	P19973	LSP1_MOUSE	Lymphocyte-specific protein 1	leading protein	2	32	1
PRT868_1_P16858	P16858	G3P_MOUSE	Glyceraldehyde-3-phosphate dehydrogenase	leading protein	2	7	0
PRT868_1_Q80XU3	Q80XU3	NUCKS_MOUSE	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	leading protein	2	6	0
PRT868_1_D3Z7R7	D3Z7R7	D3Z7R7_MOUSE	Rho GTPase-activating protein 45	leading protein	2	8	0
PRT868_1_P18760	P18760	COF1_MOUSE	Cofilin-1	leading protein	2	32	0
PRT868_1_Q60775	Q60775	ELF1_MOUSE	ETS-related transcription factor Elf-1	leading protein	2	4	0
PRT868_1_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	leading protein	2	19	2
PRT868_1_Q8R550	Q8R550	SH3K1_MOUSE	SH3 domain-containing kinase-binding protein 1	leading protein	2	7	0
PRT868_1_Q923F1	Q923F1	Q923F1_MOUSE	Chloride channel, nucleotide-sensitive, 1A	leading protein	2	6	1
PRT868_1_Q923F1	Q923F1	Q923F1_MOUSE	Methylosome subunit pICln	leading protein	2	6	1
PRT868_1_Q08943	Q08943	SSRP1_MOUSE	FACT complex subunit SSRP1	leading protein	2	10	0
PRT868_1_P60335	P60335	PCBP1_MOUSE	Poly(rC)-binding protein 1	leading protein	2	11	2
PRT868_1_Q9D4J7	Q9D4J7	PHF6_MOUSE	PHD finger protein 6	leading protein	1	4	0
PRT868_1_Q8C708	Q8C708	CP054_MOUSE	Transmembrane protein C16orf54 homolog	leading protein	1	2	1
PRT868_1_Q3UDE2	Q3UDE2	TTL12_MOUSE	Tubulin--tyrosine ligase-like protein 12	leading protein	1	6	0
PRT868_1_Q5SVQ0	Q5SVQ0	KAT7_MOUSE	Histone acetyltransferase KAT7	leading protein	1	2	1
PRT868_1_Q8CIN4	Q8CIN4	PAK2_MOUSE	Serine/threonine-protein kinase PAK 2	leading protein	1	4	1
PRT868_1_E9Q5K9	E9Q5K9	YTDC1_MOUSE	YTH domain-containing protein 1	leading protein	1	8	0
PRT868_1_Q9DBC3	Q9DBC3	CMTR1_MOUSE	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	leading protein	1	4	0
PRT868_1_Q3UZA1	Q3UZA1	CPZIP_MOUSE	CapZ-interacting protein	leading protein	1	3	1
PRT868_1_Q9JL26	Q9JL26	FMNL1_MOUSE	Formin-like protein 1	leading protein	1	3	0
PRT868_1_Q9R190	Q9R190	MTA2_MOUSE	Metastasis-associated protein MTA2	leading protein	1	1	1
PRT868_1_Q9ERU9	Q9ERU9	RBP2_MOUSE	E3 SUMO-protein ligase RanBP2	leading protein	1	4	1
PRT868_1_P09405	P09405	NUCL_MOUSE	Nucleolin	leading protein	1	1	1
PRT868_1_P70288	P70288	HDAC2_MOUSE	Histone deacetylase 2	leading protein	1	6	0
PRT868_1_Q8VDM6	Q8VDM6	HNRL1_MOUSE	Heterogeneous nuclear ribonucleoprotein U-like protein 1	leading protein	1	4	1
PRT868_1_E9PVX6	E9PVX6	KI67_MOUSE	Proliferation marker protein Ki-67	leading protein	1	4	1
PRT868_1_O09106	O09106	HDAC1_MOUSE	Histone deacetylase 1	leading protein	1	4	1
PRT868_1_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	leading protein	1	11	0
PRT868_1_Q99MR6	Q99MR6	SRRT_MOUSE	Serrate RNA effector molecule homolog	leading protein	1	3	0
PRT868_1_Q8BGU5	Q8BGU5	CCNY_MOUSE	Cyclin-Y	leading protein	1	4	1
PRT868_1_Q61136	Q61136	PRP4B_MOUSE	Serine/threonine-protein kinase PRP4 homolog	leading protein	1	5	0
