protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_1_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	56	88	0
PRT825_1_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	42	75	4
PRT825_1_Q8CAQ8	Q8CAQ8	MIC60_MOUSE	MICOS complex subunit Mic60	Representative isoform	37	63	2
PRT825_1_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	34	103	24
PRT825_1_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	31	82	22
PRT825_1_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	29	47	2
PRT825_1_Q8K0L3	Q8K0L3	ACSM2_MOUSE	Acyl-coenzyme A synthetase ACSM2, mitochondrial	Representative isoform	29	106	11
PRT825_1_Q9WTI7	Q9WTI7	MYO1C_MOUSE	Unconventional myosin-Ic	Representative isoform	24	36	19
PRT825_1_Q8BHN3	Q8BHN3	GANAB_MOUSE	Neutral alpha-glucosidase AB	Representative isoform	23	25	23
PRT825_1_P17710	P17710	HXK1_MOUSE	Hexokinase-1	Representative isoform	23	37	0
PRT825_1_Q9Z0X1	Q9Z0X1	AIFM1_MOUSE	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	22	37	0
PRT825_1_P70441	P70441	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Representative isoform	21	57	21
PRT825_1_O55143	O55143	AT2A2_MOUSE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	21	26	12
PRT825_1_P55014	P55014	S12A1_MOUSE	Solute carrier family 12 member 1	Representative isoform	21	40	0
PRT825_1_Q61847	Q61847	MEP1B_MOUSE	Meprin A subunit beta	Representative isoform	21	69	16
PRT825_1_Q60932	Q60932	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1	Representative isoform	20	81	4
PRT825_1_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	20	35	3
PRT825_1_Q3UNX5	Q3UNX5	ACSM3_MOUSE	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Representative isoform	17	25	16
PRT825_1_P10852	P10852	4F2_MOUSE	4F2 cell-surface antigen heavy chain	Representative isoform	17	25	0
PRT825_1_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	17	36	6
PRT825_1_P52480	P52480	KPYM_MOUSE	Pyruvate kinase PKM	Representative isoform	15	34	7
PRT825_1_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	15	28	12
PRT825_1_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	15	22	1
PRT825_1_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	15	35	11
PRT825_1_Q9Z2I8	Q9Z2I8	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	Representative isoform	14	28	11
PRT825_1_Q9DBX3	Q9DBX3	SUSD2_MOUSE	Sushi domain-containing protein 2	Representative isoform	14	29	14
PRT825_1_P09470	P09470	ACE_MOUSE	Angiotensin-converting enzyme	Representative isoform	13	19	4
PRT825_1_Q91XE0	Q91XE0	GLYAT_MOUSE	Glycine N-acyltransferase	Representative isoform	13	35	13
PRT825_1_Q9CZN7	Q9CZN7	GLYM_MOUSE	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	13	24	12
PRT825_1_O88343	O88343	S4A4_MOUSE	Electrogenic sodium bicarbonate cotransporter 1	Representative isoform	13	16	0
PRT825_1_Q8CC88	Q8CC88	VWA8_MOUSE	von Willebrand factor A domain-containing protein 8	Representative isoform	12	15	12
PRT825_1_P99029	P99029	PRDX5_MOUSE	Peroxiredoxin-5, mitochondrial	Representative isoform	11	42	0
PRT825_1_Q9D2G2	Q9D2G2	ODO2_MOUSE	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	Representative isoform	11	17	11
PRT825_1_Q9D6R2	Q9D6R2	IDH3A_MOUSE	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Representative isoform	11	18	0
PRT825_1_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	11	19	3
PRT825_1_Q8R0I0	Q8R0I0	ACE2_MOUSE	Angiotensin-converting enzyme 2	Representative isoform	10	15	6
PRT825_1_P09055	P09055	ITB1_MOUSE	Integrin beta-1	Representative isoform	10	15	9
PRT825_1_Q61598	Q61598	GDIB_MOUSE	Rab GDP dissociation inhibitor beta	Representative isoform	10	13	3
PRT825_1_Q9D6J6	Q9D6J6	NDUV2_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Representative isoform	10	19	6
PRT825_1_Q9WUR2	Q9WUR2	ECI2_MOUSE	Enoyl-CoA delta isomerase 2, mitochondrial	Representative isoform	9	16	0
PRT825_1_Q9WTP6	Q9WTP6	KAD2_MOUSE	Adenylate kinase 2, mitochondrial	Representative isoform	9	13	6
PRT825_1_P32020	P32020	NLTP_MOUSE	Non-specific lipid-transfer protein	Representative isoform	9	27	9
PRT825_1_Q9EQ06	Q9EQ06	DHB11_MOUSE	Estradiol 17-beta-dehydrogenase 11	Representative isoform	9	13	7
PRT825_1_Q9DCN2	Q9DCN2	NB5R3_MOUSE	NADH-cytochrome b5 reductase 3	Representative isoform	9	15	0
PRT825_1_P58281	P58281	OPA1_MOUSE	Dynamin-like 120 kDa protein, mitochondrial	Representative isoform	9	11	0
PRT825_1_P61979	P61979	HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	8	9	0
PRT825_1_Q3UNZ8	Q3UNZ8	QORL2_MOUSE	Quinone oxidoreductase-like protein 2	Representative isoform	8	14	1
PRT825_1_Q91VM9	Q91VM9	IPYR2_MOUSE	Inorganic pyrophosphatase 2, mitochondrial	Representative isoform	8	11	1
PRT825_1_Q91WN4	Q91WN4	KMO_MOUSE	Kynurenine 3-monooxygenase	Representative isoform	8	9	2
PRT825_1_Q9CQV8	Q9CQV8	1433B_MOUSE	14-3-3 protein beta/alpha	Representative isoform	8	18	1
PRT825_1_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	8	11	5
PRT825_1_Q60605	Q60605	MYL6_MOUSE	Myosin light polypeptide 6	Representative isoform	7	16	0
PRT825_1_P98078	P98078	DAB2_MOUSE	Disabled homolog 2	Representative isoform	7	15	0
PRT825_1_P63094	P63094	GNAS2_MOUSE	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	Representative isoform	7	11	0
PRT825_1_Q91VA0	Q91VA0	ACSM1_MOUSE	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Representative isoform	7	10	2
PRT825_1_P68254	P68254	1433T_MOUSE	14-3-3 protein theta	Representative isoform	7	15	3
PRT825_1_Q9D0M3	Q9D0M3	CY1_MOUSE	Cytochrome c1, heme protein, mitochondrial	Representative isoform	7	15	1
PRT825_1_Q60866	Q60866	PTER_MOUSE	Phosphotriesterase-related protein	Representative isoform	7	12	0
PRT825_1_O88576	O88576	S6A18_MOUSE	Sodium-dependent neutral amino acid transporter B(0)AT3	Representative isoform	6	10	2
PRT825_1_P04919	P04919	B3AT_MOUSE	Band 3 anion transport protein	Representative isoform	6	11	6
PRT825_1_Q02357	Q02357	ANK1_MOUSE	Ankyrin-1	Representative isoform	6	7	0
PRT825_1_Q3TLP5	Q3TLP5	ECHD2_MOUSE	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	Representative isoform	6	10	1
PRT825_1_Q99KB8	Q99KB8	GLO2_MOUSE	Hydroxyacylglutathione hydrolase, mitochondrial	Representative isoform	6	7	0
PRT825_1_Q8BGG9	Q8BGG9	ACNT2_MOUSE	Acyl-coenzyme A amino acid N-acyltransferase 2	Representative isoform	5	6	2
PRT825_1_P18572	P18572	BASI_MOUSE	Basigin	Representative isoform	5	10	0
PRT825_1_P60766	P60766	CDC42_MOUSE	Cell division control protein 42 homolog	Representative isoform	5	10	3
PRT825_1_Q68FL4	Q68FL4	SAHH3_MOUSE	Putative adenosylhomocysteinase 3	Representative isoform	5	6	0
PRT825_1_Q925I1	Q925I1	ATAD3_MOUSE	ATPase family AAA domain-containing protein 3	Representative isoform	5	6	2
PRT825_1_Q8BH86	Q8BH86	GLUCM_MOUSE	D-glutamate cyclase, mitochondrial	Representative isoform	5	5	0
PRT825_1_O70325	O70325	GPX4_MOUSE	Phospholipid hydroperoxide glutathione peroxidase	Representative isoform	5	6	0
PRT825_1_Q9DCZ4	Q9DCZ4	MIC26_MOUSE	MICOS complex subunit Mic26	Representative isoform	5	10	5
PRT825_1_O08795	O08795	GLU2B_MOUSE	Glucosidase 2 subunit beta	Representative isoform	5	5	5
PRT825_1_P50171	P50171	DHB8_MOUSE	Estradiol 17-beta-dehydrogenase 8	Representative isoform	5	6	1
PRT825_1_Q99L60	Q99L60	VATC2_MOUSE	V-type proton ATPase subunit C 2	Representative isoform	5	6	0
PRT825_1_Q91V61	Q91V61	SFXN3_MOUSE	Sideroflexin-3	Representative isoform	5	6	0
