protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_10_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	55	69	1
PRT825_10_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	37	50	5
PRT825_10_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	26	67	15
PRT825_10_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	23	40	1
PRT825_10_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	22	45	18
PRT825_10_Q8K0L3	Q8K0L3	ACSM2_MOUSE	Acyl-coenzyme A synthetase ACSM2, mitochondrial	Representative isoform	22	69	9
PRT825_10_Q9R0H0	Q9R0H0	ACOX1_MOUSE	Peroxisomal acyl-coenzyme A oxidase 1	Representative isoform	20	41	4
PRT825_10_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	16	32	14
PRT825_10_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	15	30	0
PRT825_10_Q3UNX5	Q3UNX5	ACSM3_MOUSE	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Representative isoform	15	23	15
PRT825_10_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	14	22	9
PRT825_10_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	13	23	3
PRT825_10_Q91VM9	Q91VM9	IPYR2_MOUSE	Inorganic pyrophosphatase 2, mitochondrial	Representative isoform	13	18	1
PRT825_10_Q8R146	Q8R146	APEH_MOUSE	Acylamino-acid-releasing enzyme	Representative isoform	12	18	0
PRT825_10_Q91XE0	Q91XE0	GLYAT_MOUSE	Glycine N-acyltransferase	Representative isoform	12	25	12
PRT825_10_P01027	P01027	CO3_MOUSE	Complement C3	Representative isoform	12	15	10
PRT825_10_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	11	15	8
PRT825_10_Q8BTM8	Q8BTM8	FLNA_MOUSE	Filamin-A	Representative isoform	11	13	0
PRT825_10_Q9Z2I8	Q9Z2I8	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	Representative isoform	11	22	10
PRT825_10_Q9CZN7	Q9CZN7	GLYM_MOUSE	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	11	16	10
PRT825_10_Q60866	Q60866	PTER_MOUSE	Phosphotriesterase-related protein	Representative isoform	10	18	0
PRT825_10_Q91VA0	Q91VA0	ACSM1_MOUSE	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Representative isoform	10	15	2
PRT825_10_P61979	P61979	HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	10	18	0
PRT825_10_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	10	17	3
PRT825_10_Q61598	Q61598	GDIB_MOUSE	Rab GDP dissociation inhibitor beta	Representative isoform	10	17	3
PRT825_10_Q5U5V2	Q5U5V2	HYKK_MOUSE	Hydroxylysine kinase	Representative isoform	9	15	9
PRT825_10_Q8CC88	Q8CC88	VWA8_MOUSE	von Willebrand factor A domain-containing protein 8	Representative isoform	9	10	9
PRT825_10_P99029	P99029	PRDX5_MOUSE	Peroxiredoxin-5, mitochondrial	Representative isoform	9	33	0
PRT825_10_Q71RI9	Q71RI9	KAT3_MOUSE	Kynurenine--oxoglutarate transaminase 3	Representative isoform	9	10	5
PRT825_10_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	9	13	2
PRT825_10_P47791	P47791	GSHR_MOUSE	Glutathione reductase, mitochondrial	Representative isoform	8	11	8
