protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT792_1_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	23	66	22
PRT792_1_Q9WTQ5	Q9WTQ5	AKA12_MOUSE	A-kinase anchor protein 12	Representative isoform	13	23	13
PRT792_1_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	11	23	0
PRT792_1_P27546	P27546	MAP4_MOUSE	Microtubule-associated protein 4	Representative isoform	11	20	7
PRT792_1_Q8CGN5	Q8CGN5	PLIN1_MOUSE	Perilipin-1	Representative isoform	10	21	5
PRT792_1_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	9	27	7
PRT792_1_Q52KI8	Q52KI8	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1	Representative isoform	9	35	0
PRT792_1_P48678	P48678	LMNA_MOUSE	Prelamin-A/C	Representative isoform	8	22	7
PRT792_1_Q8BTM8	Q8BTM8	FLNA_MOUSE	Filamin-A	Representative isoform	7	13	0
PRT792_1_Q3UMF0	Q3UMF0	COBL1_MOUSE	Cordon-bleu protein-like 1	Representative isoform	7	9	0
PRT792_1_Q6A065	Q6A065	CE170_MOUSE	Centrosomal protein of 170 kDa	Representative isoform	7	10	0
PRT792_1_Q8K4L3	Q8K4L3	SVIL_MOUSE	Supervillin	Representative isoform	7	15	0
PRT792_1_Q8K1N2	Q8K1N2	PHLB2_MOUSE	Pleckstrin homology-like domain family B member 2	Representative isoform	7	11	0
PRT792_1_Q9QYR6	Q9QYR6	MAP1A_MOUSE	Microtubule-associated protein 1A	Representative isoform	7	10	0
PRT792_1_Q9QXS1	Q9QXS1	PLEC_MOUSE	Plectin	Representative isoform	7	18	0
PRT792_1_Q5HZI1	Q5HZI1	MTUS1_MOUSE	Microtubule-associated tumor suppressor 1 homolog	Representative isoform	6	14	0
PRT792_1_Q6PGL7	Q6PGL7	WASC2_MOUSE	WASH complex subunit 2	Representative isoform	6	11	0
PRT792_1_P30999	P30999	CTND1_MOUSE	Catenin delta-1	Representative isoform	6	10	0
PRT792_1_Q9DBR7	Q9DBR7	MYPT1_MOUSE	Protein phosphatase 1 regulatory subunit 12A	Representative isoform	6	7	2
PRT792_1_O89032	O89032	SPD2A_MOUSE	SH3 and PX domain-containing protein 2A	Representative isoform	6	8	0
PRT792_1_Q6PDH0	Q6PDH0	PHLB1_MOUSE	Pleckstrin homology-like domain family B member 1	Representative isoform	6	8	0
PRT792_1_Q9QXZ0	Q9QXZ0	MACF1_MOUSE	Microtubule-actin cross-linking factor 1	Representative isoform	5	11	0
PRT792_1_Q8C0T5	Q8C0T5	SI1L1_MOUSE	Signal-induced proliferation-associated 1-like protein 1	Representative isoform	5	7	0
PRT792_1_E9Q394	E9Q394	AKP13_MOUSE	A-kinase anchor protein 13	Representative isoform	5	6	0
PRT792_1_O54931	O54931	AKAP2_MOUSE	A-kinase anchor protein 2	Representative isoform	5	10	0
PRT792_1_Q6P5H2	Q6P5H2	NEST_MOUSE	Nestin	Representative isoform	5	8	5
PRT792_1_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	5	16	0
PRT792_1_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	5	6	5
PRT792_1_P97434	P97434	MPRIP_MOUSE	Myosin phosphatase Rho-interacting protein	Representative isoform	5	8	0
PRT792_1_Q9R0L6	Q9R0L6	PCM1_MOUSE	Pericentriolar material 1 protein	Representative isoform	5	7	3
PRT792_1_Q64337	Q64337	SQSTM_MOUSE	Sequestosome-1	Representative isoform	4	6	2
PRT792_1_Q9CY58	Q9CY58	PAIRB_MOUSE	Plasminogen activator inhibitor 1 RNA-binding protein	Representative isoform	4	9	2
PRT792_1_Q80U58	Q80U58	PUM2_MOUSE	Pumilio homolog 2	Representative isoform	4	5	0
PRT792_1_Q9ET54	Q9ET54	PALLD_MOUSE	Palladin	Representative isoform	4	4	1
PRT792_1_O88343	O88343	S4A4_MOUSE	Electrogenic sodium bicarbonate cotransporter 1	Representative isoform	4	7	0
PRT792_1_P57776	P57776	EF1D_MOUSE	Elongation factor 1-delta	Representative isoform	4	15	0
PRT792_1_Q9Z0R4	Q9Z0R4	ITSN1_MOUSE	Intersectin-1	Representative isoform	4	11	0
PRT792_1_Q9QYG0	Q9QYG0	NDRG2_MOUSE	Protein NDRG2	Representative isoform	4	14	4
PRT792_1_Q60953	Q60953	PML_MOUSE	Protein PML	Representative isoform	4	6	0
PRT792_1_Q69ZA1	Q69ZA1	CDK13_MOUSE	Cyclin-dependent kinase 13	Representative isoform	4	4	1
PRT792_1_Q9ERG0	Q9ERG0	LIMA1_MOUSE	LIM domain and actin-binding protein 1	Representative isoform	4	7	4
PRT792_1_Q9QX47	Q9QX47	SON_MOUSE	Protein SON	Representative isoform	4	6	0
PRT792_1_P54310	P54310	LIPS_MOUSE	Hormone-sensitive lipase	Representative isoform	4	9	0
PRT792_1_Q62219	Q62219	TGFI1_MOUSE	Transforming growth factor beta-1-induced transcript 1 protein	Representative isoform	4	6	0
PRT792_1_Q9D0L8	Q9D0L8	MCES_MOUSE	mRNA cap guanine-N7 methyltransferase	Representative isoform	4	7	0
PRT792_1_Q9QYC0	Q9QYC0	ADDA_MOUSE	Alpha-adducin	Representative isoform	4	8	0
PRT792_1_P70399	P70399	TP53B_MOUSE	TP53-binding protein 1	Representative isoform	4	6	0
PRT792_1_Q8K4G5	Q8K4G5	ABLM1_MOUSE	Actin-binding LIM protein 1	Representative isoform	4	8	0
PRT792_1_Q99MS7	Q99MS7	EH1L1_MOUSE	EH domain-binding protein 1-like protein 1	Representative isoform	4	7	0
PRT792_1_Q80YX1	Q80YX1	TENA_MOUSE	Tenascin	Representative isoform	4	8	0
PRT792_1_Q8BGU5	Q8BGU5	CCNY_MOUSE	Cyclin-Y	Representative isoform	4	8	4
PRT792_1_Q7TQH0	Q7TQH0	ATX2L_MOUSE	Ataxin-2-like protein	Representative isoform	4	6	0
PRT792_1_Q9ES28	Q9ES28	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7	Representative isoform	4	7	0
PRT792_1_Q924A2	Q924A2	CIC_MOUSE	Protein capicua homolog	Representative isoform	4	5	1
