protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_12_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	30	86	21
PRT825_12_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	21	40	17
PRT825_12_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	19	20	0
PRT825_12_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	18	36	16
PRT825_12_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	17	33	11
PRT825_12_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	16	40	5
PRT825_12_Q9R0H0	Q9R0H0	ACOX1_MOUSE	Peroxisomal acyl-coenzyme A oxidase 1	Representative isoform	15	22	1
PRT825_12_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	15	33	4
PRT825_12_Q91ZJ5	Q91ZJ5	UGPA_MOUSE	UTP--glucose-1-phosphate uridylyltransferase	Representative isoform	14	28	14
PRT825_12_Q91VA0	Q91VA0	ACSM1_MOUSE	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Representative isoform	13	30	2
PRT825_12_Q91X77	Q91X77	CY250_MOUSE	Cytochrome P450 2C50	Representative isoform	13	28	3
PRT825_12_P32020	P32020	NLTP_MOUSE	Non-specific lipid-transfer protein	Representative isoform	13	22	11
PRT825_12_Q9QYG0	Q9QYG0	NDRG2_MOUSE	Protein NDRG2	Representative isoform	12	27	2
PRT825_12_Q63880	Q63880	EST3A_MOUSE	Carboxylesterase 3A	Representative isoform	12	23	7
PRT825_12_Q9Z2I8	Q9Z2I8	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	Representative isoform	12	21	9
PRT825_12_O08601	O08601	MTP_MOUSE	Microsomal triglyceride transfer protein large subunit	Representative isoform	12	15	12
PRT825_12_Q99PL5	Q99PL5	RRBP1_MOUSE	Ribosome-binding protein 1	Representative isoform	11	11	0
PRT825_12_Q9WTP6	Q9WTP6	KAD2_MOUSE	Adenylate kinase 2, mitochondrial	Representative isoform	10	14	7
PRT825_12_P99029	P99029	PRDX5_MOUSE	Peroxiredoxin-5, mitochondrial	Representative isoform	10	23	0
PRT825_12_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	10	14	2
PRT825_12_P11983	P11983	TCPA_MOUSE	T-complex protein 1 subunit alpha	Representative isoform	10	11	7
PRT825_12_Q9CZN7	Q9CZN7	GLYM_MOUSE	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	10	18	10
PRT825_12_O88587	O88587	COMT_MOUSE	Catechol O-methyltransferase	Representative isoform	10	19	7
PRT825_12_P61979	P61979	HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	9	14	0
PRT825_12_Q8VCU1	Q8VCU1	EST3B_MOUSE	Carboxylesterase 3B	Representative isoform	9	16	4
PRT825_12_Q3UPL0	Q3UPL0	SC31A_MOUSE	Protein transport protein Sec31A	Representative isoform	9	11	2
PRT825_12_Q91WT9	Q91WT9	CBS_MOUSE	Cystathionine beta-synthase	Representative isoform	9	12	3
PRT825_12_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	9	14	2
PRT825_12_A3KMP2	A3KMP2	TTC38_MOUSE	Tetratricopeptide repeat protein 38	Representative isoform	9	16	8
PRT825_12_Q71RI9	Q71RI9	KAT3_MOUSE	Kynurenine--oxoglutarate transaminase 3	Representative isoform	8	11	5
PRT825_12_Q9CQV8	Q9CQV8	1433B_MOUSE	14-3-3 protein beta/alpha	Representative isoform	8	13	1
PRT825_12_Q61598	Q61598	GDIB_MOUSE	Rab GDP dissociation inhibitor beta	Representative isoform	8	11	1
PRT825_12_Q8BGA8	Q8BGA8	ACSM5_MOUSE	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Representative isoform	8	10	2
PRT825_12_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	8	12	0
PRT825_12_Q8VDK1	Q8VDK1	NIT1_MOUSE	Deaminated glutathione amidase	Representative isoform	8	10	3
PRT825_12_Q6NZJ6	Q6NZJ6	IF4G1_MOUSE	Eukaryotic translation initiation factor 4 gamma 1	Representative isoform	8	8	0
PRT825_12_P68254	P68254	1433T_MOUSE	14-3-3 protein theta	Representative isoform	8	13	6
PRT825_12_O35423	O35423	SPYA_MOUSE	Serine--pyruvate aminotransferase, mitochondrial	Representative isoform	7	13	7
PRT825_12_Q99KB8	Q99KB8	GLO2_MOUSE	Hydroxyacylglutathione hydrolase, mitochondrial	Representative isoform	7	13	0
PRT825_12_A2AJL3	A2AJL3	FGGY_MOUSE	FGGY carbohydrate kinase domain-containing protein	Representative isoform	7	10	0
PRT825_12_O88569	O88569	ROA2_MOUSE	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	7	9	4
PRT825_12_Q6P3A8	Q6P3A8	ODBB_MOUSE	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	Representative isoform	7	8	7
PRT825_12_Q91XE0	Q91XE0	GLYAT_MOUSE	Glycine N-acyltransferase	Representative isoform	7	17	7
PRT825_12_P50580	P50580	PA2G4_MOUSE	Proliferation-associated protein 2G4	Representative isoform	7	9	7
PRT825_12_Q9Z2X1	Q9Z2X1	HNRPF_MOUSE	Heterogeneous nuclear ribonucleoprotein F	Representative isoform	6	8	1
PRT825_12_Q9DBG3	Q9DBG3	AP2B1_MOUSE	AP-2 complex subunit beta	Representative isoform	6	8	0
