protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT808_2_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	62	190	62
PRT808_2_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	42	127	34
PRT808_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	33	158	31
PRT808_2_Q7Z406	Q7Z406	MYH14_HUMAN	Myosin-14	Representative isoform	32	54	28
PRT808_2_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	27	65	27
PRT808_2_P02768	P02768	ALBU_HUMAN	Serum albumin	Representative isoform	26	213	26
PRT808_2_P35749	P35749	MYH11_HUMAN	Myosin-11	Representative isoform	26	107	20
PRT808_2_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	25	120	25
PRT808_2_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	24	51	24
PRT808_2_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	23	60	22
PRT808_2_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	22	75	22
PRT808_2_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	Representative isoform	21	50	21
PRT808_2_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	21	73	21
PRT808_2_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	Representative isoform	20	33	20
PRT808_2_Q9UDY2	Q9UDY2	ZO2_HUMAN	Tight junction protein ZO-2	Representative isoform	18	91	18
PRT808_2_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	Representative isoform	18	172	18
PRT808_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	17	166	8
PRT808_2_P48634	P48634	PRC2A_HUMAN	Protein PRRC2A	Representative isoform	17	58	17
PRT808_2_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	16	48	16
PRT808_2_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	16	43	15
PRT808_2_Q9HBL0	Q9HBL0	TENS1_HUMAN	Tensin-1	Representative isoform	16	61	16
PRT808_2_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	Representative isoform	16	96	16
PRT808_2_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	Representative isoform	16	45	16
PRT808_2_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	Representative isoform	16	133	16
PRT808_2_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	Representative isoform	15	107	15
PRT808_2_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	15	29	10
PRT808_2_Q9P2E9	Q9P2E9	RRBP1_HUMAN	Ribosome-binding protein 1	Representative isoform	15	26	15
PRT808_2_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	15	36	12
