protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT812_3_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	113	280	113
PRT812_3_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	96	201	96
PRT812_3_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	93	320	86
PRT812_3_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	81	212	65
PRT812_3_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	77	200	61
PRT812_3_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	69	171	63
PRT812_3_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	67	129	61
PRT812_3_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	64	204	51
PRT812_3_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	61	144	61
PRT812_3_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	57	96	57
PRT812_3_Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1	Representative isoform	54	103	54
PRT812_3_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	53	86	53
PRT812_3_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	Representative isoform	46	57	46
PRT812_3_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	Representative isoform	44	57	44
PRT812_3_P02768	P02768	ALBU_HUMAN	Serum albumin	Representative isoform	43	430	43
PRT812_3_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	40	50	38
PRT812_3_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	40	279	20
PRT812_3_O75533	O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1	Representative isoform	39	113	39
PRT812_3_Q93008	Q93008	USP9X_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	Representative isoform	39	59	25
PRT812_3_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	37	123	20
PRT812_3_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	Representative isoform	37	73	27
PRT812_3_Q86VP6	Q86VP6	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1	Representative isoform	37	115	35
PRT812_3_P12814	P12814	ACTN1_HUMAN	Alpha-actinin-1	Representative isoform	36	122	19
PRT812_3_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	Representative isoform	36	124	36
PRT812_3_P18206	P18206	VINC_HUMAN	Vinculin	Representative isoform	36	101	36
PRT812_3_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	Representative isoform	35	100	35
PRT812_3_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	Representative isoform	35	65	35
PRT812_3_Q9P2J5	Q9P2J5	SYLC_HUMAN	Leucine--tRNA ligase, cytoplasmic	Representative isoform	34	79	34
PRT812_3_O00410	O00410	IPO5_HUMAN	Importin-5	Representative isoform	34	102	32
PRT812_3_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	34	147	34
PRT812_3_Q14697	Q14697	GANAB_HUMAN	Neutral alpha-glucosidase AB	Representative isoform	33	103	33
PRT812_3_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	33	254	33
PRT812_3_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	33	173	33
PRT812_3_P52701	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6	Representative isoform	32	60	32
PRT812_3_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	Representative isoform	32	95	28
PRT812_3_P34932	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4	Representative isoform	31	112	28
PRT812_3_P78347	P78347	GTF2I_HUMAN	General transcription factor II-I	Representative isoform	31	94	29
PRT812_3_P49915	P49915	GUAA_HUMAN	GMP synthase [glutamine-hydrolyzing]	Representative isoform	31	67	31
PRT812_3_Q14974	Q14974	IMB1_HUMAN	Importin subunit beta-1	Representative isoform	31	94	31
PRT812_3_P55060	P55060	XPO2_HUMAN	Exportin-2	Representative isoform	30	84	30
PRT812_3_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	Representative isoform	30	66	23
PRT812_3_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	29	51	29
PRT812_3_Q9NYU2	Q9NYU2	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1	Representative isoform	29	48	29
PRT812_3_Q14008	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5	Representative isoform	29	52	29
PRT812_3_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	Representative isoform	29	44	29
