protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT815_2_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	235	831	233
PRT815_2_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	165	473	161
PRT815_2_Q8IVF2	Q8IVF2	AHNK2_HUMAN	Protein AHNAK2	Representative isoform	111	288	111
PRT815_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	111	510	105
PRT815_2_Q14315	Q14315	FLNC_HUMAN	Filamin-C	Representative isoform	95	316	88
PRT815_2_P12111	P12111	CO6A3_HUMAN	Collagen alpha-3(VI) chain	Representative isoform	92	383	92
PRT815_2_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	91	329	73
PRT815_2_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	87	214	87
PRT815_2_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	86	226	80
PRT815_2_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	83	188	78
PRT815_2_P02751	P02751	FINC_HUMAN	Fibronectin	Representative isoform	80	673	80
PRT815_2_Q9NZM1	Q9NZM1	MYOF_HUMAN	Myoferlin	Representative isoform	77	241	75
PRT815_2_Q07954	Q07954	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1	Representative isoform	76	180	76
PRT815_2_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	70	307	55
PRT815_2_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	59	100	58
PRT815_2_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	46	246	29
PRT815_2_P24821	P24821	TENA_HUMAN	Tenascin	Representative isoform	45	111	45
PRT815_2_Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12	Representative isoform	41	74	41
PRT815_2_P12814	P12814	ACTN1_HUMAN	Alpha-actinin-1	Representative isoform	41	184	24
PRT815_2_P78559	P78559	MAP1A_HUMAN	Microtubule-associated protein 1A	Representative isoform	40	76	38
PRT815_2_P18206	P18206	VINC_HUMAN	Vinculin	Representative isoform	40	130	40
PRT815_2_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	39	90	39
PRT815_2_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	38	166	37
PRT815_2_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	36	71	24
PRT815_2_Q9P2E9	Q9P2E9	RRBP1_HUMAN	Ribosome-binding protein 1	Representative isoform	35	92	34
PRT815_2_O00159	O00159	MYO1C_HUMAN	Unconventional myosin-Ic	Representative isoform	35	100	34
PRT815_2_Q9NYU2	Q9NYU2	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1	Representative isoform	33	81	32
PRT815_2_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	Representative isoform	32	139	32
PRT815_2_P08133	P08133	ANXA6_HUMAN	Annexin A6	Representative isoform	31	102	30
PRT815_2_Q14697	Q14697	GANAB_HUMAN	Neutral alpha-glucosidase AB	Representative isoform	31	104	31
PRT815_2_P46939	P46939	UTRO_HUMAN	Utrophin	Representative isoform	30	39	30
PRT815_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	30	143	14
PRT815_2_Q00341	Q00341	VIGLN_HUMAN	Vigilin	Representative isoform	30	72	30
PRT815_2_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	30	168	20
PRT815_2_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	29	101	29
PRT815_2_P19367	P19367	HXK1_HUMAN	Hexokinase-1	Representative isoform	28	74	23
PRT815_2_P50990	P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta	Representative isoform	28	69	28
PRT815_2_P63010	P63010	AP2B1_HUMAN	AP-2 complex subunit beta	Representative isoform	28	81	17
PRT815_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	28	218	27
PRT815_2_P0DMV8	P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A	Representative isoform	27	112	0
PRT815_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	27	119	27
PRT815_2_P06396	P06396	GELS_HUMAN	Gelsolin	Representative isoform	27	87	27
PRT815_2_Q14203	Q14203	DCTN1_HUMAN	Dynactin subunit 1	Representative isoform	27	47	27
PRT815_2_O95425	O95425	SVIL_HUMAN	Supervillin	Representative isoform	26	34	26
PRT815_2_Q71U36	Q71U36	TBA1A_HUMAN	Tubulin alpha-1A chain	Representative isoform	26	208	0
PRT815_2_Q86VP6	Q86VP6	CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1	Representative isoform	26	54	26
PRT815_2_Q12884	Q12884	SEPR_HUMAN	Prolyl endopeptidase FAP	Representative isoform	25	61	25
PRT815_2_P05556	P05556	ITB1_HUMAN	Integrin beta-1	Representative isoform	25	86	24
PRT815_2_P34932	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4	Representative isoform	25	65	22
PRT815_2_Q9BSJ8	Q9BSJ8	ESYT1_HUMAN	Extended synaptotagmin-1	Representative isoform	25	76	25
PRT815_2_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	25	192	0
PRT815_2_O00410	O00410	IPO5_HUMAN	Importin-5	Representative isoform	25	55	23
PRT815_2_Q6YHK3	Q6YHK3	CD109_HUMAN	CD109 antigen	Representative isoform	24	88	24
PRT815_2_Q16555	Q16555	DPYL2_HUMAN	Dihydropyrimidinase-related protein 2	Representative isoform	24	127	21
PRT815_2_Q9BQS8	Q9BQS8	FYCO1_HUMAN	FYVE and coiled-coil domain-containing protein 1	Representative isoform	24	30	24
PRT815_2_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	24	34	24
PRT815_2_Q27J81	Q27J81	INF2_HUMAN	Inverted formin-2	Representative isoform	24	50	24
PRT815_2_P98095	P98095	FBLN2_HUMAN	Fibulin-2	Representative isoform	24	98	24
PRT815_2_P16615	P16615	AT2A2_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	24	44	14
PRT815_2_Q04637	Q04637	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1	Representative isoform	24	45	22
PRT815_2_P07355	P07355	ANXA2_HUMAN	Annexin A2	Representative isoform	23	222	5
PRT815_2_P12110	P12110	CO6A2_HUMAN	Collagen alpha-2(VI) chain	Representative isoform	23	97	23
PRT815_2_P51659	P51659	DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2	Representative isoform	23	53	23
PRT815_2_Q03001	Q03001	DYST_HUMAN	Dystonin	Representative isoform	23	28	22
PRT815_2_P53396	P53396	ACLY_HUMAN	ATP-citrate synthase	Representative isoform	23	61	23
PRT815_2_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	Representative isoform	23	51	23
PRT815_2_P23634	P23634	AT2B4_HUMAN	Plasma membrane calcium-transporting ATPase 4	Representative isoform	23	55	15
PRT815_2_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	23	244	1
PRT815_2_Q02218	Q02218	ODO1_HUMAN	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	23	52	17
PRT815_2_Q8WUM4	Q8WUM4	PDC6I_HUMAN	Programmed cell death 6-interacting protein	Representative isoform	23	50	23
PRT815_2_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	22	30	22
PRT815_2_P17655	P17655	CAN2_HUMAN	Calpain-2 catalytic subunit	Representative isoform	22	93	22
PRT815_2_Q10567	Q10567	AP1B1_HUMAN	AP-1 complex subunit beta-1	Representative isoform	22	48	11
PRT815_2_P35606	P35606	COPB2_HUMAN	Coatomer subunit beta'	Representative isoform	22	57	22
PRT815_2_Q13200	Q13200	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2	Representative isoform	22	50	22
PRT815_2_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Representative isoform	22	106	19
PRT815_2_P48643	P48643	TCPE_HUMAN	T-complex protein 1 subunit epsilon	Representative isoform	22	56	20
PRT815_2_O95782	O95782	AP2A1_HUMAN	AP-2 complex subunit alpha-1	Representative isoform	22	47	17
PRT815_2_O43795	O43795	MYO1B_HUMAN	Unconventional myosin-Ib	Representative isoform	22	52	20
PRT815_2_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	Representative isoform	21	73	21
PRT815_2_O60701	O60701	UGDH_HUMAN	UDP-glucose 6-dehydrogenase	Representative isoform	21	65	21
PRT815_2_P13797	P13797	PLST_HUMAN	Plastin-3	Representative isoform	21	71	15
PRT815_2_P42224	P42224	STAT1_HUMAN	Signal transducer and activator of transcription 1-alpha/beta	Representative isoform	21	84	21
PRT815_2_P21589	P21589	5NTD_HUMAN	5'-nucleotidase	Representative isoform	21	69	21
PRT815_2_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	21	30	21
PRT815_2_P05023	P05023	AT1A1_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-1	Representative isoform	21	53	12
PRT815_2_P55786	P55786	PSA_HUMAN	Puromycin-sensitive aminopeptidase	Representative isoform	21	47	13
PRT815_2_P49588	P49588	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic	Representative isoform	20	52	20
