protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_9_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	66	122	0
PRT825_9_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	50	91	7
PRT825_9_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	38	115	26
PRT825_9_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	35	137	23
PRT825_9_Q9WTI7	Q9WTI7	MYO1C_MOUSE	Unconventional myosin-Ic	Representative isoform	35	70	33
PRT825_9_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	31	68	2
PRT825_9_Q8CAQ8	Q8CAQ8	MIC60_MOUSE	MICOS complex subunit Mic60	Representative isoform	29	56	1
PRT825_9_Q8K0L3	Q8K0L3	ACSM2_MOUSE	Acyl-coenzyme A synthetase ACSM2, mitochondrial	Representative isoform	28	146	11
PRT825_9_P09470	P09470	ACE_MOUSE	Angiotensin-converting enzyme	Representative isoform	28	74	9
PRT825_9_Q61847	Q61847	MEP1B_MOUSE	Meprin A subunit beta	Representative isoform	26	144	21
PRT825_9_Q8BHN3	Q8BHN3	GANAB_MOUSE	Neutral alpha-glucosidase AB	Representative isoform	22	40	22
PRT825_9_O55143	O55143	AT2A2_MOUSE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	22	37	14
PRT825_9_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	22	53	4
PRT825_9_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	21	54	1
PRT825_9_P17710	P17710	HXK1_MOUSE	Hexokinase-1	Representative isoform	21	31	0
PRT825_9_P52480	P52480	KPYM_MOUSE	Pyruvate kinase PKM	Representative isoform	21	54	12
PRT825_9_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	20	56	17
PRT825_9_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	20	47	17
PRT825_9_Q9Z0X1	Q9Z0X1	AIFM1_MOUSE	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	20	39	0
PRT825_9_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	19	38	8
PRT825_9_Q9DBX3	Q9DBX3	SUSD2_MOUSE	Sushi domain-containing protein 2	Representative isoform	19	45	19
PRT825_9_P70441	P70441	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Representative isoform	19	46	19
PRT825_9_Q60932	Q60932	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1	Representative isoform	18	92	4
PRT825_9_Q9ESD7	Q9ESD7	DYSF_MOUSE	Dysferlin	Representative isoform	17	22	0
PRT825_9_Q3UNX5	Q3UNX5	ACSM3_MOUSE	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Representative isoform	16	30	16
PRT825_9_Q8CC88	Q8CC88	VWA8_MOUSE	von Willebrand factor A domain-containing protein 8	Representative isoform	15	18	15
