protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT826_3_P30427	P30427	PLEC_RAT	Plectin	Representative isoform	53	84	0
PRT826_3_Q66HD0	Q66HD0	ENPL_RAT	Endoplasmin	Representative isoform	18	55	0
PRT826_3_P69897	P69897	TBB5_RAT	Tubulin beta-5 chain	Representative isoform	16	73	3
PRT826_3_A7VJC2	A7VJC2	ROA2_RAT	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	15	52	0
PRT826_3_Q07936	Q07936	ANXA2_RAT	Annexin A2	Representative isoform	12	26	11
PRT826_3_P04692	P04692	TPM1_RAT	Tropomyosin alpha-1 chain	Representative isoform	11	21	0
PRT826_3_P11507	P11507	AT2A2_RAT	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	10	19	6
PRT826_3_Q63610	Q63610	TPM3_RAT	Tropomyosin alpha-3 chain	Representative isoform	10	20	3
PRT826_3_Q6URK4	Q6URK4	ROA3_RAT	Heterogeneous nuclear ribonucleoprotein A3	Representative isoform	9	32	2
PRT826_3_Q812D1	Q812D1	PSIP1_RAT	PC4 and SFRS1-interacting protein	Representative isoform	8	15	0
PRT826_3_P13084	P13084	NPM_RAT	Nucleophosmin	Representative isoform	8	20	2
PRT826_3_P58775	P58775	TPM2_RAT	Tropomyosin beta chain	Representative isoform	8	16	0
PRT826_3_Q68FP1	Q68FP1	GELS_RAT	Gelsolin	Representative isoform	7	16	7
PRT826_3_Q00438	Q00438	PTBP1_RAT	Polypyrimidine tract-binding protein 1	Representative isoform	7	18	0
PRT826_3_Q9JIL3	Q9JIL3	ILF3_RAT	Interleukin enhancer-binding factor 3	Representative isoform	6	11	0
PRT826_3_Q9JJ54	Q9JJ54	HNRPD_RAT	Heterogeneous nuclear ribonucleoprotein D0	Representative isoform	6	18	5
PRT826_3_Q6AXS5	Q6AXS5	PAIRB_RAT	Plasminogen activator inhibitor 1 RNA-binding protein	Representative isoform	5	11	5
PRT826_3_P07872	P07872	ACOX1_RAT	Peroxisomal acyl-coenzyme A oxidase 1	Representative isoform	5	7	0
PRT826_3_P41350	P41350	CAV1_RAT	Caveolin-1	Representative isoform	5	11	0
PRT826_3_P62850	P62850	RS24_RAT	40S ribosomal protein S24	Representative isoform	5	21	0
PRT826_3_P62944	P62944	AP2B1_RAT	AP-2 complex subunit beta	Representative isoform	5	7	1
PRT826_3_P11980	P11980	KPYM_RAT	Pyruvate kinase PKM	Representative isoform	5	12	0
PRT826_3_P13264	P13264	GLSK_RAT	Glutaminase kidney isoform, mitochondrial	Representative isoform	5	5	0
PRT826_3_Q5QD51	Q5QD51	AKA12_RAT	A-kinase anchor protein 12	Representative isoform	4	4	4
PRT826_3_Q5U312	Q5U312	RAI14_RAT	Ankycorbin	Representative isoform	4	6	4
PRT826_3_Q62952	Q62952	DPYL3_RAT	Dihydropyrimidinase-related protein 3	Representative isoform	4	7	4
PRT826_3_P16638	P16638	ACLY_RAT	ATP-citrate synthase	Representative isoform	3	4	0
PRT826_3_Q9R063	Q9R063	PRDX5_RAT	Peroxiredoxin-5, mitochondrial	Representative isoform	3	8	0
PRT826_3_Q62920	Q62920	PDLI5_RAT	PDZ and LIM domain protein 5	Representative isoform	3	6	3
PRT826_3_B3GNI6	B3GNI6	SEP11_RAT	Septin-11	Representative isoform	3	6	0
PRT826_3_P35213	P35213	1433B_RAT	14-3-3 protein beta/alpha	Representative isoform	3	6	1
PRT826_3_Q9QZR6	Q9QZR6	SEPT9_RAT	Septin-9	Representative isoform	3	5	0
PRT826_3_Q9Z2Q1	Q9Z2Q1	SC31A_RAT	Protein transport protein Sec31A	Representative isoform	3	3	0
PRT826_3_Q62764	Q62764	YBOX3_RAT	Y-box-binding protein 3	Representative isoform	3	14	0
PRT826_3_Q80WE1	Q80WE1	FMR1_RAT	Synaptic functional regulator FMR1	Representative isoform	3	4	0
PRT826_3_Q811A3	Q811A3	PLOD2_RAT	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	Representative isoform	3	5	0
PRT826_3_Q62871	Q62871	DC1I2_RAT	Cytoplasmic dynein 1 intermediate chain 2	Representative isoform	3	5	0
PRT826_3_F1LQ48	F1LQ48	HNRPL_RAT	Heterogeneous nuclear ribonucleoprotein L	Representative isoform	3	8	0
PRT826_3_P08081	P08081	CLCA_RAT	Clathrin light chain A	Representative isoform	3	6	0
PRT826_3_Q56A18	Q56A18	SMCE1_RAT	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Representative isoform	2	4	0
PRT826_3_Q68FR9	Q68FR9	EF1D_RAT	Elongation factor 1-delta	Representative isoform	2	8	2
