protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_11_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	63	77	0
PRT825_11_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	35	132	25
PRT825_11_O08601	O08601	MTP_MOUSE	Microsomal triglyceride transfer protein large subunit	Representative isoform	31	81	31
PRT825_11_P01027	P01027	CO3_MOUSE	Complement C3	Representative isoform	29	52	24
PRT825_11_Q91X77	Q91X77	CY250_MOUSE	Cytochrome P450 2C50	Representative isoform	28	93	5
PRT825_11_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	28	92	6
PRT825_11_Q99PL5	Q99PL5	RRBP1_MOUSE	Ribosome-binding protein 1	Representative isoform	25	40	0
PRT825_11_P32020	P32020	NLTP_MOUSE	Non-specific lipid-transfer protein	Representative isoform	24	146	17
PRT825_11_Q9Z0X1	Q9Z0X1	AIFM1_MOUSE	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	22	54	0
PRT825_11_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	22	57	18
PRT825_11_Q8BHN3	Q8BHN3	GANAB_MOUSE	Neutral alpha-glucosidase AB	Representative isoform	22	56	22
PRT825_11_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	21	22	1
PRT825_11_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	21	66	6
PRT825_11_Q8CAQ8	Q8CAQ8	MIC60_MOUSE	MICOS complex subunit Mic60	Representative isoform	20	42	0
PRT825_11_Q9JJL3	Q9JJL3	SO1B2_MOUSE	Solute carrier organic anion transporter family member 1B2	Representative isoform	20	71	1
PRT825_11_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	20	56	16
PRT825_11_P30999	P30999	CTND1_MOUSE	Catenin delta-1	Representative isoform	20	41	0
PRT825_11_Q63880	Q63880	EST3A_MOUSE	Carboxylesterase 3A	Representative isoform	19	97	9
PRT825_11_Q91VA0	Q91VA0	ACSM1_MOUSE	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Representative isoform	19	64	2
PRT825_11_Q91WN4	Q91WN4	KMO_MOUSE	Kynurenine 3-monooxygenase	Representative isoform	18	42	8
PRT825_11_P09055	P09055	ITB1_MOUSE	Integrin beta-1	Representative isoform	18	30	17
PRT825_11_Q9QYG0	Q9QYG0	NDRG2_MOUSE	Protein NDRG2	Representative isoform	17	60	2
PRT825_11_Q91ZJ5	Q91ZJ5	UGPA_MOUSE	UTP--glucose-1-phosphate uridylyltransferase	Representative isoform	17	38	17
PRT825_11_O88587	O88587	COMT_MOUSE	Catechol O-methyltransferase	Representative isoform	17	58	9
PRT825_11_Q9DCN2	Q9DCN2	NB5R3_MOUSE	NADH-cytochrome b5 reductase 3	Representative isoform	17	71	2
PRT825_11_P11983	P11983	TCPA_MOUSE	T-complex protein 1 subunit alpha	Representative isoform	17	24	15
PRT825_11_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	17	28	9
PRT825_11_Q8VCU1	Q8VCU1	EST3B_MOUSE	Carboxylesterase 3B	Representative isoform	17	61	5
PRT825_11_P46735	P46735	MYO1B_MOUSE	Unconventional myosin-Ib	Representative isoform	17	24	0
PRT825_11_Q9QXS1	Q9QXS1	PLEC_MOUSE	Plectin	Representative isoform	17	18	0
PRT825_11_E9Q5K4	E9Q5K4	CP2CN_MOUSE	Cytochrome P450 2C44	Representative isoform	16	43	2
PRT825_11_Q9CZN7	Q9CZN7	GLYM_MOUSE	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	16	30	15
PRT825_11_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	16	32	11
PRT825_11_B2RX12	B2RX12	MRP3_MOUSE	Canalicular multispecific organic anion transporter 2	Representative isoform	16	18	0
PRT825_11_Q8QZR3	Q8QZR3	EST2A_MOUSE	Pyrethroid hydrolase Ces2a	Representative isoform	16	36	10
PRT825_11_Q60932	Q60932	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1	Representative isoform	16	60	4
PRT825_11_Q60634	Q60634	FLOT2_MOUSE	Flotillin-2	Representative isoform	15	24	1
