protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT794_2_P17889	P17889	IF2_BACSU	Translation initiation factor IF-2	Representative isoform	3	6	3
PRT794_2_P26900	P26900	ASPG1_BACSU	L-asparaginase 1	Representative isoform	1	5	1
PRT794_2_Q04747	Q04747	SRFAB_BACSU	Surfactin synthase subunit 2	leading protein	23	71	18
PRT794_2_P33166	P33166	EFTU_BACSU	Elongation factor Tu	leading protein	22	525	22
PRT794_2_P27206	P27206	SRFAA_BACSU	Surfactin synthase subunit 1	leading protein	17	51	12
PRT794_2_P28598	P28598	CH60_BACSU	60 kDa chaperonin	leading protein	17	166	17
PRT794_2_P80868	P80868	EFG_BACSU	Elongation factor G	leading protein	16	177	16
PRT794_2_O34788	O34788	BDHA_BACSU	(R,R)-butanediol dehydrogenase	leading protein	16	316	16
PRT794_2_P02968	P02968	FLA_BACSU	Flagellin	leading protein	15	104	15
PRT794_2_P09124	P09124	G3P1_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 1	leading protein	14	150	14
PRT794_2_P37869	P37869	ENO_BACSU	Enolase	leading protein	14	95	14
PRT794_2_P45694	P45694	TKT_BACSU	Transketolase	leading protein	13	43	13
PRT794_2_P80698	P80698	TIG_BACSU	Trigger factor	leading protein	13	205	13
PRT794_2_P21883	P21883	ODP2_BACSU	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	leading protein	12	71	12
PRT794_2_P80885	P80885	KPYK_BACSU	Pyruvate kinase	leading protein	12	47	12
PRT794_2_P80860	P80860	G6PI_BACSU	Glucose-6-phosphate isomerase	leading protein	11	57	11
PRT794_2_O34591	O34591	ACOB_BACSU	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	leading protein	11	46	11
PRT794_2_P13243	P13243	ALF_BACSU	Probable fructose-bisphosphate aldolase	leading protein	11	377	11
PRT794_2_O34425	O34425	G3P2_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 2	leading protein	11	74	11
PRT794_2_P17820	P17820	DNAK_BACSU	Chaperone protein DnaK	leading protein	11	45	11
PRT794_2_O31605	O31605	PEPF_BACSU	Oligoendopeptidase F homolog	leading protein	10	34	10
PRT794_2_P37870	P37870	RPOB_BACSU	DNA-directed RNA polymerase subunit beta	leading protein	10	24	10
PRT794_2_Q07833	Q07833	WAPA_BACSU	tRNA nuclease WapA	leading protein	10	22	10
PRT794_2_P09339	P09339	ACNA_BACSU	Aconitate/2-methylaconitate hydratase	leading protein	10	44	10
PRT794_2_P0CI73	P0CI73	GLMS_BACSU	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	leading protein	10	30	10
PRT794_2_P39120	P39120	CISY2_BACSU	Citrate synthase 2	leading protein	10	51	10
PRT794_2_P16263	P16263	ODO2_BACSU	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	leading protein	10	97	10
PRT794_2_P39126	P39126	IDH_BACSU	Isocitrate dehydrogenase [NADP]	leading protein	10	34	10
PRT794_2_P21880	P21880	DLDH1_BACSU	Dihydrolipoyl dehydrogenase	leading protein	9	55	9
PRT794_2_P40924	P40924	PGK_BACSU	Phosphoglycerate kinase	leading protein	9	32	8
PRT794_2_P37809	P37809	ATPB_BACSU	ATP synthase subunit beta	leading protein	8	25	8
PRT794_2_P21464	P21464	RS2_BACSU	30S ribosomal protein S2	leading protein	8	25	8
PRT794_2_P37877	P37877	ACKA_BACSU	Acetate kinase	leading protein	8	34	8
PRT794_2_O06478	O06478	ALDH5_BACSU	Benzaldehyde dehydrogenase YfmT	leading protein	8	27	8
PRT794_2_P80859	P80859	6PGD_BACSU	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating	leading protein	8	19	8
PRT794_2_P80886	P80886	SUCC_BACSU	Succinate--CoA ligase [ADP-forming] subunit beta	leading protein	8	53	8
PRT794_2_P13714	P13714	LDH_BACSU	L-lactate dehydrogenase	leading protein	8	57	8
PRT794_2_P21882	P21882	ODPB_BACSU	Pyruvate dehydrogenase E1 component subunit beta	leading protein	8	32	8
PRT794_2_P80861	P80861	YJLD_BACSU	NADH dehydrogenase-like protein YjlD	leading protein	7	23	7
PRT794_2_P80239	P80239	AHPC_BACSU	Alkyl hydroperoxide reductase C	leading protein	7	38	7
PRT794_2_O34499	O34499	6PGL_BACSU	6-phosphogluconolactonase	leading protein	7	34	7
PRT794_2_P46354	P46354	PUNA_BACSU	Purine nucleoside phosphorylase 1	leading protein	7	30	7
PRT794_2_O32165	O32165	SUFD_BACSU	FeS cluster assembly protein SufD	leading protein	7	132	7
PRT794_2_P54419	P54419	METK_BACSU	S-adenosylmethionine synthase	leading protein	7	32	7
PRT794_2_P39773	P39773	GPMI_BACSU	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	leading protein	7	60	7
PRT794_2_P37871	P37871	RPOC_BACSU	DNA-directed RNA polymerase subunit beta'	leading protein	7	33	7
PRT794_2_P19669	P19669	TAL_BACSU	Transaldolase	leading protein	7	30	7
PRT794_2_P21881	P21881	ODPA_BACSU	Pyruvate dehydrogenase E1 component subunit alpha	leading protein	7	31	7
PRT794_2_P42920	P42920	RL3_BACSU	50S ribosomal protein L3	leading protein	7	47	7
PRT794_2_O05268	O05268	FENR2_BACSU	Ferredoxin--NADP reductase 2	leading protein	7	29	7
PRT794_2_P42175	P42175	NARG_BACSU	Nitrate reductase alpha chain	leading protein	7	30	7
PRT794_2_P37487	P37487	PPAC_BACSU	Manganese-dependent inorganic pyrophosphatase	leading protein	7	15	7
PRT794_2_P38494	P38494	RS1H_BACSU	30S ribosomal protein S1 homolog	leading protein	7	16	7
PRT794_2_P49814	P49814	MDH_BACSU	Malate dehydrogenase	leading protein	7	77	7
PRT794_2_P46320	P46320	LICH_BACSU	Probable 6-phospho-beta-glucosidase	leading protein	6	34	6
PRT794_2_P37808	P37808	ATPA_BACSU	ATP synthase subunit alpha	leading protein	6	39	6
PRT794_2_P80700	P80700	EFTS_BACSU	Elongation factor Ts	leading protein	6	48	6
PRT794_2_O32162	O32162	SUFB_BACSU	FeS cluster assembly protein SufB	leading protein	6	15	6
PRT794_2_P12877	P12877	RL5_BACSU	50S ribosomal protein L5	leading protein	6	31	6
PRT794_2_P39634	P39634	ROCA_BACSU	1-pyrroline-5-carboxylate dehydrogenase	leading protein	6	12	6
PRT794_2_P21468	P21468	RS6_BACSU	30S ribosomal protein S6	leading protein	6	301	6
PRT794_2_P08065	P08065	SDHA_BACSU	Succinate dehydrogenase flavoprotein subunit	leading protein	6	27	6
PRT794_2_P39912	P39912	AROG_BACSU	Protein AroA(G)	leading protein	6	15	6
PRT794_2_P46353	P46353	DEOB_BACSU	Phosphopentomutase	leading protein	6	198	6
PRT794_2_P23129	P23129	ODO1_BACSU	2-oxoglutarate dehydrogenase E1 component	leading protein	6	18	6
PRT794_2_P13242	P13242	PYRG_BACSU	CTP synthase	leading protein	6	15	6
PRT794_2_O31404	O31404	ACOA_BACSU	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha	leading protein	6	16	6
PRT794_2_Q08352	Q08352	DHA_BACSU	Alanine dehydrogenase	leading protein	6	41	6
PRT794_2_P80875	P80875	G16U_BACSU	General stress protein 16U	leading protein	5	16	4
PRT794_2_P21465	P21465	RS3_BACSU	30S ribosomal protein S3	leading protein	5	20	5
PRT794_2_P37477	P37477	SYK_BACSU	Lysine--tRNA ligase	leading protein	5	19	5
PRT794_2_O32090	O32090	PNCB_BACSU	Nicotinate phosphoribosyltransferase	leading protein	5	13	5
PRT794_2_P21469	P21469	RS7_BACSU	30S ribosomal protein S7	leading protein	5	28	5
