protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT801_1_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	298	1163	288
PRT801_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	232	884	228
PRT801_1_P12111	P12111	CO6A3_HUMAN	Collagen alpha-3(VI) chain	Representative isoform	160	2330	159
PRT801_1_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	150	1732	115
PRT801_1_Q99715	Q99715	COCA1_HUMAN	Collagen alpha-1(XII) chain	Representative isoform	142	1266	140
PRT801_1_Q14789	Q14789	GOGB1_HUMAN	Golgin subfamily B member 1	Representative isoform	137	360	135
PRT801_1_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	133	716	116
PRT801_1_P15924	P15924	DESP_HUMAN	Desmoplakin	Representative isoform	131	390	129
PRT801_1_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	129	510	127
PRT801_1_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	125	383	124
PRT801_1_Q9NZM1	Q9NZM1	MYOF_HUMAN	Myoferlin	Representative isoform	123	661	116
PRT801_1_Q07954	Q07954	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1	Representative isoform	122	511	121
PRT801_1_Q63HN8	Q63HN8	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213	Representative isoform	115	271	114
PRT801_1_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	115	587	85
PRT801_1_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	Representative isoform	111	246	105
PRT801_1_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	110	391	99
PRT801_1_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	103	378	88
PRT801_1_P35749	P35749	MYH11_HUMAN	Myosin-11	Representative isoform	103	624	77
PRT801_1_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	85	542	61
PRT801_1_P02751	P02751	FINC_HUMAN	Fibronectin	Representative isoform	84	666	84
PRT801_1_Q7Z406	Q7Z406	MYH14_HUMAN	Myosin-14	Representative isoform	80	349	64
PRT801_1_P24821	P24821	TENA_HUMAN	Tenascin	Representative isoform	77	388	77
PRT801_1_P46939	P46939	UTRO_HUMAN	Utrophin	Representative isoform	75	175	69
PRT801_1_Q14571	Q14571	ITPR2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 2	Representative isoform	73	213	60
PRT801_1_P0C0L4	P0C0L4	CO4A_HUMAN	Complement C4-A	Representative isoform	70	311	4
PRT801_1_Q05707	Q05707	COEA1_HUMAN	Collagen alpha-1(XIV) chain	Representative isoform	68	764	66
PRT801_1_P02549	P02549	SPTA1_HUMAN	Spectrin alpha chain, erythrocytic 1	Representative isoform	67	152	65
PRT801_1_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	66	181	65
PRT801_1_P11277	P11277	SPTB1_HUMAN	Spectrin beta chain, erythrocytic	Representative isoform	65	187	59
PRT801_1_Q86UP2	Q86UP2	KTN1_HUMAN	Kinectin	Representative isoform	65	208	65
PRT801_1_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	64	150	63
PRT801_1_P22105	P22105	TENX_HUMAN	Tenascin-X	Representative isoform	61	154	53
PRT801_1_Q709C8	Q709C8	VP13C_HUMAN	Vacuolar protein sorting-associated protein 13C	Representative isoform	60	149	60
PRT801_1_P18206	P18206	VINC_HUMAN	Vinculin	Representative isoform	58	197	57
PRT801_1_O15230	O15230	LAMA5_HUMAN	Laminin subunit alpha-5	Representative isoform	58	121	55
PRT801_1_Q9UM54	Q9UM54	MYO6_HUMAN	Unconventional myosin-VI	Representative isoform	58	211	58
PRT801_1_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	57	214	57
PRT801_1_P12814	P12814	ACTN1_HUMAN	Alpha-actinin-1	Representative isoform	54	352	30
PRT801_1_Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1	Representative isoform	54	119	53
PRT801_1_Q9P2E9	Q9P2E9	RRBP1_HUMAN	Ribosome-binding protein 1	Representative isoform	54	238	53
PRT801_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	54	304	52
PRT801_1_P07996	P07996	TSP1_HUMAN	Thrombospondin-1	Representative isoform	54	398	52
PRT801_1_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	53	137	53
PRT801_1_O00159	O00159	MYO1C_HUMAN	Unconventional myosin-Ic	Representative isoform	53	256	50
