protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT791_2_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	25	56	24
PRT791_2_Q8CGN5	Q8CGN5	PLIN1_MOUSE	Perilipin-1	Representative isoform	12	69	5
PRT791_2_Q52KI8	Q52KI8	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1	Representative isoform	10	33	0
PRT791_2_Q6PGL7	Q6PGL7	WASC2_MOUSE	WASH complex subunit 2	Representative isoform	7	9	0
PRT791_2_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	7	15	0
PRT791_2_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	7	16	6
PRT791_2_P48678	P48678	LMNA_MOUSE	Prelamin-A/C	Representative isoform	7	14	5
PRT791_2_Q9QXS1	Q9QXS1	PLEC_MOUSE	Plectin	Representative isoform	6	13	0
PRT791_2_Q9WTQ5	Q9WTQ5	AKA12_MOUSE	A-kinase anchor protein 12	Representative isoform	6	7	6
PRT791_2_Q8K4L3	Q8K4L3	SVIL_MOUSE	Supervillin	Representative isoform	5	8	0
PRT791_2_Q64337	Q64337	SQSTM_MOUSE	Sequestosome-1	Representative isoform	5	7	2
PRT791_2_P54310	P54310	LIPS_MOUSE	Hormone-sensitive lipase	Representative isoform	5	7	0
PRT791_2_Q8C0T5	Q8C0T5	SI1L1_MOUSE	Signal-induced proliferation-associated 1-like protein 1	Representative isoform	5	6	0
PRT791_2_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	5	12	0
PRT791_2_Q7TQH0	Q7TQH0	ATX2L_MOUSE	Ataxin-2-like protein	Representative isoform	4	5	0
PRT791_2_P57776	P57776	EF1D_MOUSE	Elongation factor 1-delta	Representative isoform	4	10	0
PRT791_2_O08539	O08539	BIN1_MOUSE	Myc box-dependent-interacting protein 1	Representative isoform	4	23	0
PRT791_2_P27546	P27546	MAP4_MOUSE	Microtubule-associated protein 4	Representative isoform	4	6	3
PRT791_2_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	4	4	4
PRT791_2_Q69ZA1	Q69ZA1	CDK13_MOUSE	Cyclin-dependent kinase 13	Representative isoform	4	4	1
PRT791_2_A2AN08	A2AN08	UBR4_MOUSE	E3 ubiquitin-protein ligase UBR4	Representative isoform	4	4	1
PRT791_2_Q9Z0R4	Q9Z0R4	ITSN1_MOUSE	Intersectin-1	Representative isoform	4	11	0
PRT791_2_Q9ES28	Q9ES28	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7	Representative isoform	4	7	0
