protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT823_1_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	57	653	57
PRT823_1_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	Representative isoform	38	338	38
PRT823_1_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	24	294	24
PRT823_1_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	Representative isoform	21	205	21
PRT823_1_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	Representative isoform	14	80	13
PRT823_1_O75533	O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1	Representative isoform	14	157	14
PRT823_1_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	Representative isoform	13	61	13
PRT823_1_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	12	99	12
PRT823_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	11	67	11
PRT823_1_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	Representative isoform	11	93	11
PRT823_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	10	114	10
PRT823_1_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	10	205	10
PRT823_1_Q99590	Q99590	SCAFB_HUMAN	Protein SCAF11	Representative isoform	10	58	10
PRT823_1_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	10	43	10
PRT823_1_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	9	187	9
PRT823_1_P09651	P09651	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1	Representative isoform	9	99	7
PRT823_1_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	9	63	9
PRT823_1_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	Representative isoform	9	48	9
PRT823_1_P38159	P38159	RBMX_HUMAN	RNA-binding motif protein, X chromosome	Representative isoform	9	141	3
PRT823_1_P49790	P49790	NU153_HUMAN	Nuclear pore complex protein Nup153	Representative isoform	9	91	9
PRT823_1_P27361	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	Representative isoform	9	113	5
PRT823_1_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	Representative isoform	9	106	9
PRT823_1_P14866	P14866	HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L	Representative isoform	9	95	9
PRT823_1_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	Representative isoform	8	88	8
PRT823_1_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	8	66	8
PRT823_1_Q9BTC0	Q9BTC0	DIDO1_HUMAN	Death-inducer obliterator 1	Representative isoform	8	53	8
PRT823_1_Q5VT52	Q5VT52	RPRD2_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 2	Representative isoform	8	66	8
PRT823_1_P06748	P06748	NPM_HUMAN	Nucleophosmin	Representative isoform	8	1135	8
PRT823_1_Q9Y618	Q9Y618	NCOR2_HUMAN	Nuclear receptor corepressor 2	Representative isoform	7	26	7
PRT823_1_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	7	62	7
PRT823_1_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	Representative isoform	7	33	7
PRT823_1_Q8WYP5	Q8WYP5	ELYS_HUMAN	Protein ELYS	Representative isoform	7	39	7
PRT823_1_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	7	63	7
PRT823_1_Q9Y520	Q9Y520	PRC2C_HUMAN	Protein PRRC2C	Representative isoform	7	35	7
PRT823_1_Q9UKV3	Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	7	40	7
PRT823_1_Q6UN15	Q6UN15	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1	Representative isoform	7	43	7
PRT823_1_P35659	P35659	DEK_HUMAN	Protein DEK	Representative isoform	6	117	6
PRT823_1_Q9BQG0	Q9BQG0	MBB1A_HUMAN	Myb-binding protein 1A	Representative isoform	6	41	6
PRT823_1_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	6	32	3
PRT823_1_P18583	P18583	SON_HUMAN	Protein SON	Representative isoform	6	72	6
PRT823_1_Q14157	Q14157	UBP2L_HUMAN	Ubiquitin-associated protein 2-like	Representative isoform	6	42	6
PRT823_1_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	Representative isoform	6	42	6
PRT823_1_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	Representative isoform	6	68	6
PRT823_1_Q14978	Q14978	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1	Representative isoform	6	87	6
PRT823_1_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	Representative isoform	6	41	6
PRT823_1_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	Representative isoform	6	43	6
PRT823_1_P39880	P39880	CUX1_HUMAN	Homeobox protein cut-like 1	Representative isoform	6	24	6
PRT823_1_Q6KC79	Q6KC79	NIPBL_HUMAN	Nipped-B-like protein	Representative isoform	6	59	6
PRT823_1_O15446	O15446	RPA34_HUMAN	DNA-directed RNA polymerase I subunit RPA34	Representative isoform	6	63	6
PRT823_1_Q14151	Q14151	SAFB2_HUMAN	Scaffold attachment factor B2	Representative isoform	6	54	3
PRT823_1_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	Representative isoform	6	119	6
PRT823_1_Q9NYV4	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	Representative isoform	5	36	5
PRT823_1_P0DMV8	P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A	Representative isoform	5	32	0
PRT823_1_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Representative isoform	5	83	5
PRT823_1_Q12873	Q12873	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3	Representative isoform	5	16	5
PRT823_1_Q14160	Q14160	SCRIB_HUMAN	Protein scribble homolog	Representative isoform	5	27	5
PRT823_1_P62995	P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta	Representative isoform	5	42	3
PRT823_1_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	Representative isoform	5	36	4
PRT823_1_Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2	Representative isoform	5	42	5
PRT823_1_P51532	P51532	SMCA4_HUMAN	Transcription activator BRG1	Representative isoform	5	48	5
PRT823_1_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	Representative isoform	5	54	5
PRT823_1_P52948	P52948	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96	Representative isoform	5	63	5
PRT823_1_P28482	P28482	MK01_HUMAN	Mitogen-activated protein kinase 1	Representative isoform	5	22	1
PRT823_1_Q96AE4	Q96AE4	FUBP1_HUMAN	Far upstream element-binding protein 1	Representative isoform	5	112	5
PRT823_1_O95425	O95425	SVIL_HUMAN	Supervillin	Representative isoform	5	15	5
PRT823_1_Q03164	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A	Representative isoform	5	38	5
PRT823_1_Q9H0D6	Q9H0D6	XRN2_HUMAN	5'-3' exoribonuclease 2	Representative isoform	5	34	5
PRT823_1_Q7Z5K2	Q7Z5K2	WAPL_HUMAN	Wings apart-like protein homolog	Representative isoform	5	40	5
PRT823_1_Q15637	Q15637	SF01_HUMAN	Splicing factor 1	Representative isoform	5	97	5
PRT823_1_P46100	P46100	ATRX_HUMAN	Transcriptional regulator ATRX	Representative isoform	4	9	4
PRT823_1_P08651	P08651	NFIC_HUMAN	Nuclear factor 1 C-type	Representative isoform	4	69	4
PRT823_1_Q9NTI5	Q9NTI5	PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B	Representative isoform	4	54	4
PRT823_1_Q8WVC0	Q8WVC0	LEO1_HUMAN	RNA polymerase-associated protein LEO1	Representative isoform	4	36	4
PRT823_1_Q9Y2D5	Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2	Representative isoform	4	32	4
PRT823_1_Q8WWM7	Q8WWM7	ATX2L_HUMAN	Ataxin-2-like protein	Representative isoform	4	44	4
PRT823_1_Q15154	Q15154	PCM1_HUMAN	Pericentriolar material 1 protein	Representative isoform	4	11	4
PRT823_1_Q9BXP5	Q9BXP5	SRRT_HUMAN	Serrate RNA effector molecule homolog	Representative isoform	4	15	4
PRT823_1_Q15459	Q15459	SF3A1_HUMAN	Splicing factor 3A subunit 1	Representative isoform	4	88	4
PRT823_1_Q04637	Q04637	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1	Representative isoform	4	24	4
PRT823_1_Q86WB0	Q86WB0	NIPA_HUMAN	Nuclear-interacting partner of ALK	Representative isoform	4	21	4
