protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT807_2_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	129	186	127
PRT807_2_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	89	170	76
PRT807_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	66	92	60
PRT807_2_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	57	76	45
PRT807_2_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	47	64	47
PRT807_2_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	46	91	31
PRT807_2_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	45	61	43
PRT807_2_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	43	231	36
PRT807_2_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	43	76	31
PRT807_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	41	157	40
PRT807_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	41	141	23
PRT807_2_P12814	P12814	ACTN1_HUMAN	Alpha-actinin-1	Representative isoform	39	71	23
PRT807_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	39	143	37
PRT807_2_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	39	52	36
PRT807_2_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	39	57	39
PRT807_2_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	Representative isoform	38	48	38
PRT807_2_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	38	49	38
PRT807_2_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	Representative isoform	36	59	33
PRT807_2_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	34	70	33
PRT807_2_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	Representative isoform	32	47	32
PRT807_2_P06733	P06733	ENOA_HUMAN	Alpha-enolase	Representative isoform	32	82	30
PRT807_2_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	31	82	20
PRT807_2_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	30	85	30
PRT807_2_P50990	P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta	Representative isoform	29	63	29
PRT807_2_P05023	P05023	AT1A1_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-1	Representative isoform	29	52	17
PRT807_2_P49588	P49588	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic	Representative isoform	29	48	29
PRT807_2_P09327	P09327	VILI_HUMAN	Villin-1	Representative isoform	27	34	26
PRT807_2_Q16891	Q16891	MIC60_HUMAN	MICOS complex subunit MIC60	Representative isoform	26	35	26
PRT807_2_O95347	O95347	SMC2_HUMAN	Structural maintenance of chromosomes protein 2	Representative isoform	26	29	26
PRT807_2_P15924	P15924	DESP_HUMAN	Desmoplakin	Representative isoform	26	30	26
PRT807_2_P78371	P78371	TCPB_HUMAN	T-complex protein 1 subunit beta	Representative isoform	25	55	25
PRT807_2_P50991	P50991	TCPD_HUMAN	T-complex protein 1 subunit delta	Representative isoform	25	46	24
PRT807_2_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	24	72	21
PRT807_2_Q92841	Q92841	DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17	Representative isoform	24	41	16
PRT807_2_P12956	P12956	XRCC6_HUMAN	X-ray repair cross-complementing protein 6	Representative isoform	24	45	24
PRT807_2_Q96AE4	Q96AE4	FUBP1_HUMAN	Far upstream element-binding protein 1	Representative isoform	24	46	20
PRT807_2_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	Representative isoform	24	62	24
PRT807_2_P17844	P17844	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5	Representative isoform	23	44	15
PRT807_2_P50395	P50395	GDIB_HUMAN	Rab GDP dissociation inhibitor beta	Representative isoform	23	36	19
PRT807_2_P40926	P40926	MDHM_HUMAN	Malate dehydrogenase, mitochondrial	Representative isoform	23	58	23
PRT807_2_Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1	Representative isoform	23	30	23
PRT807_2_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	Representative isoform	23	72	21
PRT807_2_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	22	30	22
PRT807_2_Q9Y230	Q9Y230	RUVB2_HUMAN	RuvB-like 2	Representative isoform	22	36	22
PRT807_2_O43390	O43390	HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R	Representative isoform	22	40	16
PRT807_2_O60506	O60506	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q	Representative isoform	22	41	16
PRT807_2_P34932	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4	Representative isoform	21	31	18
