protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_5_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	74	191	0
PRT825_5_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	59	148	6
PRT825_5_Q8CAQ8	Q8CAQ8	MIC60_MOUSE	MICOS complex subunit Mic60	Representative isoform	37	180	2
PRT825_5_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	35	239	24
PRT825_5_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	32	197	20
PRT825_5_Q8K0L3	Q8K0L3	ACSM2_MOUSE	Acyl-coenzyme A synthetase ACSM2, mitochondrial	Representative isoform	32	254	11
PRT825_5_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	30	104	2
PRT825_5_P09470	P09470	ACE_MOUSE	Angiotensin-converting enzyme	Representative isoform	28	74	7
PRT825_5_Q9WTI7	Q9WTI7	MYO1C_MOUSE	Unconventional myosin-Ic	Representative isoform	28	66	25
PRT825_5_Q61847	Q61847	MEP1B_MOUSE	Meprin A subunit beta	Representative isoform	26	192	21
PRT825_5_P70441	P70441	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Representative isoform	26	134	26
PRT825_5_O55143	O55143	AT2A2_MOUSE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	25	69	18
PRT825_5_P17710	P17710	HXK1_MOUSE	Hexokinase-1	Representative isoform	25	67	0
PRT825_5_Q9Z0X1	Q9Z0X1	AIFM1_MOUSE	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	23	103	0
PRT825_5_Q8BHN3	Q8BHN3	GANAB_MOUSE	Neutral alpha-glucosidase AB	Representative isoform	23	65	23
PRT825_5_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	22	81	5
PRT825_5_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	21	80	9
PRT825_5_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	21	83	16
PRT825_5_Q8CC88	Q8CC88	VWA8_MOUSE	von Willebrand factor A domain-containing protein 8	Representative isoform	21	47	21
PRT825_5_Q60932	Q60932	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1	Representative isoform	20	202	4
PRT825_5_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	20	96	1
PRT825_5_Q9DBX3	Q9DBX3	SUSD2_MOUSE	Sushi domain-containing protein 2	Representative isoform	19	75	19
PRT825_5_P52480	P52480	KPYM_MOUSE	Pyruvate kinase PKM	Representative isoform	18	51	9
PRT825_5_Q9CZN7	Q9CZN7	GLYM_MOUSE	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	18	59	17
PRT825_5_Q3UNX5	Q3UNX5	ACSM3_MOUSE	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Representative isoform	18	58	18
PRT825_5_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	18	70	16
PRT825_5_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	17	56	5
PRT825_5_Q91XE0	Q91XE0	GLYAT_MOUSE	Glycine N-acyltransferase	Representative isoform	16	84	16
PRT825_5_P10852	P10852	4F2_MOUSE	4F2 cell-surface antigen heavy chain	Representative isoform	16	76	0
PRT825_5_Q9Z2I8	Q9Z2I8	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	Representative isoform	16	84	14
PRT825_5_Q91YD6	Q91YD6	VILL_MOUSE	Villin-like protein	Representative isoform	15	19	0
PRT825_5_P58281	P58281	OPA1_MOUSE	Dynamin-like 120 kDa protein, mitochondrial	Representative isoform	15	29	0
PRT825_5_P09055	P09055	ITB1_MOUSE	Integrin beta-1	Representative isoform	15	32	14
PRT825_5_Q9D2G2	Q9D2G2	ODO2_MOUSE	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	Representative isoform	14	50	14
PRT825_5_O88343	O88343	S4A4_MOUSE	Electrogenic sodium bicarbonate cotransporter 1	Representative isoform	14	68	0
PRT825_5_Q61598	Q61598	GDIB_MOUSE	Rab GDP dissociation inhibitor beta	Representative isoform	13	27	2
PRT825_5_P99029	P99029	PRDX5_MOUSE	Peroxiredoxin-5, mitochondrial	Representative isoform	13	112	0
PRT825_5_Q9D6R2	Q9D6R2	IDH3A_MOUSE	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Representative isoform	13	51	0
PRT825_5_Q9EQ06	Q9EQ06	DHB11_MOUSE	Estradiol 17-beta-dehydrogenase 11	Representative isoform	12	42	10
PRT825_5_Q8R0I0	Q8R0I0	ACE2_MOUSE	Angiotensin-converting enzyme 2	Representative isoform	12	24	7
PRT825_5_Q9DBG3	Q9DBG3	AP2B1_MOUSE	AP-2 complex subunit beta	Representative isoform	12	26	0
PRT825_5_P63094	P63094	GNAS2_MOUSE	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	Representative isoform	11	34	0
PRT825_5_Q3UNZ8	Q3UNZ8	QORL2_MOUSE	Quinone oxidoreductase-like protein 2	Representative isoform	11	53	1
PRT825_5_Q9WTP6	Q9WTP6	KAD2_MOUSE	Adenylate kinase 2, mitochondrial	Representative isoform	11	33	8
PRT825_5_Q91VM9	Q91VM9	IPYR2_MOUSE	Inorganic pyrophosphatase 2, mitochondrial	Representative isoform	10	28	1
PRT825_5_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	10	27	6
PRT825_5_P32020	P32020	NLTP_MOUSE	Non-specific lipid-transfer protein	Representative isoform	10	71	10
PRT825_5_P98078	P98078	DAB2_MOUSE	Disabled homolog 2	Representative isoform	10	49	0
PRT825_5_Q91WN4	Q91WN4	KMO_MOUSE	Kynurenine 3-monooxygenase	Representative isoform	9	21	4
PRT825_5_Q9DCN2	Q9DCN2	NB5R3_MOUSE	NADH-cytochrome b5 reductase 3	Representative isoform	9	39	1
PRT825_5_Q9D6J6	Q9D6J6	NDUV2_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Representative isoform	9	44	5
PRT825_5_O70503	O70503	DHB12_MOUSE	Very-long-chain 3-oxoacyl-CoA reductase	Representative isoform	9	16	9
PRT825_5_Q9WUR2	Q9WUR2	ECI2_MOUSE	Enoyl-CoA delta isomerase 2, mitochondrial	Representative isoform	9	48	0
PRT825_5_A2AKK5	A2AKK5	ACNT1_MOUSE	Acyl-coenzyme A amino acid N-acyltransferase 1	Representative isoform	8	11	2
PRT825_5_P68254	P68254	1433T_MOUSE	14-3-3 protein theta	Representative isoform	8	33	5
PRT825_5_Q60866	Q60866	PTER_MOUSE	Phosphotriesterase-related protein	Representative isoform	8	25	0
PRT825_5_P11881	P11881	ITPR1_MOUSE	Inositol 1,4,5-trisphosphate receptor type 1	Representative isoform	8	9	4
PRT825_5_P60766	P60766	CDC42_MOUSE	Cell division control protein 42 homolog	Representative isoform	8	30	6
PRT825_5_Q9CQV8	Q9CQV8	1433B_MOUSE	14-3-3 protein beta/alpha	Representative isoform	8	31	1
PRT825_5_Q9D6Y7	Q9D6Y7	MSRA_MOUSE	Mitochondrial peptide methionine sulfoxide reductase	Representative isoform	8	25	1
PRT825_5_Q99L60	Q99L60	VATC2_MOUSE	V-type proton ATPase subunit C 2	Representative isoform	8	15	0
PRT825_5_Q8BH86	Q8BH86	GLUCM_MOUSE	D-glutamate cyclase, mitochondrial	Representative isoform	8	12	0
PRT825_5_Q9D0M3	Q9D0M3	CY1_MOUSE	Cytochrome c1, heme protein, mitochondrial	Representative isoform	8	39	2
PRT825_5_Q68FL4	Q68FL4	SAHH3_MOUSE	Putative adenosylhomocysteinase 3	Representative isoform	8	13	0
PRT825_5_P61979	P61979	HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	8	22	0
PRT825_5_O88576	O88576	S6A18_MOUSE	Sodium-dependent neutral amino acid transporter B(0)AT3	Representative isoform	8	24	4
PRT825_5_Q7M6Y3	Q7M6Y3	PICAL_MOUSE	Phosphatidylinositol-binding clathrin assembly protein	Representative isoform	8	10	1
PRT825_5_P47791	P47791	GSHR_MOUSE	Glutathione reductase, mitochondrial	Representative isoform	8	18	8
PRT825_5_Q925I1	Q925I1	ATAD3_MOUSE	ATPase family AAA domain-containing protein 3	Representative isoform	8	16	4
PRT825_5_O08795	O08795	GLU2B_MOUSE	Glucosidase 2 subunit beta	Representative isoform	7	20	7
PRT825_5_Q9JHL1	Q9JHL1	NHRF2_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	Representative isoform	7	15	0
PRT825_5_P13020	P13020	GELS_MOUSE	Gelsolin	Representative isoform	7	13	1
PRT825_5_P18572	P18572	BASI_MOUSE	Basigin	Representative isoform	7	23	0
PRT825_5_P50171	P50171	DHB8_MOUSE	Estradiol 17-beta-dehydrogenase 8	Representative isoform	7	19	1
PRT825_5_Q91VA0	Q91VA0	ACSM1_MOUSE	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Representative isoform	7	21	2
PRT825_5_O88587	O88587	COMT_MOUSE	Catechol O-methyltransferase	Representative isoform	7	8	2
PRT825_5_Q5U5V2	Q5U5V2	HYKK_MOUSE	Hydroxylysine kinase	Representative isoform	7	9	7
PRT825_5_Q60605	Q60605	MYL6_MOUSE	Myosin light polypeptide 6	Representative isoform	7	55	0
PRT825_5_P57776	P57776	EF1D_MOUSE	Elongation factor 1-delta	Representative isoform	6	15	0
PRT825_5_Q91V61	Q91V61	SFXN3_MOUSE	Sideroflexin-3	Representative isoform	6	13	1
PRT825_5_Q3TLP5	Q3TLP5	ECHD2_MOUSE	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	Representative isoform	6	22	1
PRT825_5_Q9D024	Q9D024	CCD47_MOUSE	Coiled-coil domain-containing protein 47	Representative isoform	6	7	4
PRT825_5_Q8BG51	Q8BG51	MIRO1_MOUSE	Mitochondrial Rho GTPase 1	Representative isoform	6	10	0
PRT825_5_Q9JLZ3	Q9JLZ3	AUHM_MOUSE	Methylglutaconyl-CoA hydratase, mitochondrial	Representative isoform	6	13	0
PRT825_5_Q8K0H1	Q8K0H1	S47A1_MOUSE	Multidrug and toxin extrusion protein 1	Representative isoform	6	28	5
PRT825_5_Q8VDK1	Q8VDK1	NIT1_MOUSE	Deaminated glutathione amidase	Representative isoform	6	10	3
PRT825_5_Q99PL5	Q99PL5	RRBP1_MOUSE	Ribosome-binding protein 1	Representative isoform	6	9	0
PRT825_5_P47757	P47757	CAPZB_MOUSE	F-actin-capping protein subunit beta	Representative isoform	6	10	0
PRT825_5_Q9JMH6	Q9JMH6	TRXR1_MOUSE	Thioredoxin reductase 1, cytoplasmic	Representative isoform	6	9	5
PRT825_5_Q8C7X2	Q8C7X2	EMC1_MOUSE	ER membrane protein complex subunit 1	Representative isoform	6	11	0
PRT825_5_Q49B93	Q49B93	SC5AC_MOUSE	Sodium-coupled monocarboxylate transporter 2	Representative isoform	5	20	5
PRT825_5_O54990	O54990	PROM1_MOUSE	Prominin-1	Representative isoform	5	7	0
PRT825_5_P11983	P11983	TCPA_MOUSE	T-complex protein 1 subunit alpha	Representative isoform	5	10	5
PRT825_5_P10630	P10630	IF4A2_MOUSE	Eukaryotic initiation factor 4A-II	Representative isoform	5	15	0
PRT825_5_Q99KB8	Q99KB8	GLO2_MOUSE	Hydroxyacylglutathione hydrolase, mitochondrial	Representative isoform	5	19	0
