protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT798_5_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	53	423	21
PRT798_5_P31327	P31327	CPSM_HUMAN	Carbamoyl-phosphate synthase [ammonia], mitochondrial	Representative isoform	52	246	52
PRT798_5_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	43	280	30
PRT798_5_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	42	140	41
PRT798_5_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	40	112	40
PRT798_5_P31948	P31948	STIP1_HUMAN	Stress-induced-phosphoprotein 1	Representative isoform	36	112	35
PRT798_5_P06733	P06733	ENOA_HUMAN	Alpha-enolase	Representative isoform	36	137	34
PRT798_5_Q14247	Q14247	SRC8_HUMAN	Src substrate cortactin	Representative isoform	35	91	34
PRT798_5_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	32	61	28
PRT798_5_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	32	91	31
PRT798_5_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	32	114	30
PRT798_5_P0DMV8	P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A	Representative isoform	31	118	0
PRT798_5_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	28	43	28
PRT798_5_P50990	P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta	Representative isoform	27	137	27
PRT798_5_P49588	P49588	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic	Representative isoform	26	107	26
PRT798_5_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	Representative isoform	26	186	26
PRT798_5_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	Representative isoform	26	67	22
PRT798_5_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	25	147	0
PRT798_5_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	Representative isoform	25	56	24
PRT798_5_Q12931	Q12931	TRAP1_HUMAN	Heat shock protein 75 kDa, mitochondrial	Representative isoform	23	115	22
PRT798_5_P07355	P07355	ANXA2_HUMAN	Annexin A2	Representative isoform	23	67	2
PRT798_5_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	22	95	0
PRT798_5_P00338	P00338	LDHA_HUMAN	L-lactate dehydrogenase A chain	Representative isoform	22	95	20
PRT798_5_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	Representative isoform	22	47	22
PRT798_5_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	22	36	20
PRT798_5_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Representative isoform	21	68	18
PRT798_5_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	20	67	20
PRT798_5_P06748	P06748	NPM_HUMAN	Nucleophosmin	Representative isoform	20	63	20
PRT798_5_P48643	P48643	TCPE_HUMAN	T-complex protein 1 subunit epsilon	Representative isoform	20	67	19
PRT798_5_P29401	P29401	TKT_HUMAN	Transketolase	Representative isoform	20	49	19
