protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT791_4_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	26	60	25
PRT791_4_Q8CGN5	Q8CGN5	PLIN1_MOUSE	Perilipin-1	Representative isoform	13	121	5
PRT791_4_Q6PGL7	Q6PGL7	WASC2_MOUSE	WASH complex subunit 2	Representative isoform	9	16	0
PRT791_4_P48678	P48678	LMNA_MOUSE	Prelamin-A/C	Representative isoform	9	20	7
PRT791_4_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	9	19	0
PRT791_4_Q52KI8	Q52KI8	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1	Representative isoform	9	38	0
PRT791_4_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	8	22	6
PRT791_4_Q9QXS1	Q9QXS1	PLEC_MOUSE	Plectin	Representative isoform	7	14	0
PRT791_4_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	6	17	0
PRT791_4_Q6P5H2	Q6P5H2	NEST_MOUSE	Nestin	Representative isoform	6	9	6
PRT791_4_Q9QYR6	Q9QYR6	MAP1A_MOUSE	Microtubule-associated protein 1A	Representative isoform	6	8	0
PRT791_4_Q8K1N2	Q8K1N2	PHLB2_MOUSE	Pleckstrin homology-like domain family B member 2	Representative isoform	5	6	0
PRT791_4_Q3UMF0	Q3UMF0	COBL1_MOUSE	Cordon-bleu protein-like 1	Representative isoform	5	5	0
PRT791_4_P54310	P54310	LIPS_MOUSE	Hormone-sensitive lipase	Representative isoform	5	13	0
PRT791_4_P27546	P27546	MAP4_MOUSE	Microtubule-associated protein 4	Representative isoform	5	9	3
PRT791_4_O35601	O35601	FYB1_MOUSE	FYN-binding protein 1	Representative isoform	5	7	5
PRT791_4_Q6A065	Q6A065	CE170_MOUSE	Centrosomal protein of 170 kDa	Representative isoform	5	6	0
PRT791_4_Q7TPH6	Q7TPH6	MYCB2_MOUSE	E3 ubiquitin-protein ligase MYCBP2	Representative isoform	5	7	0
PRT791_4_O89032	O89032	SPD2A_MOUSE	SH3 and PX domain-containing protein 2A	Representative isoform	5	7	0
PRT791_4_P51125	P51125	ICAL_MOUSE	Calpastatin	Representative isoform	5	6	0
PRT791_4_P70399	P70399	TP53B_MOUSE	TP53-binding protein 1	Representative isoform	4	5	0
PRT791_4_Q8R1A4	Q8R1A4	DOCK7_MOUSE	Dedicator of cytokinesis protein 7	Representative isoform	4	5	0
PRT791_4_Q9CZ44	Q9CZ44	NSF1C_MOUSE	NSFL1 cofactor p47	Representative isoform	4	6	2
PRT791_4_Q8C0T5	Q8C0T5	SI1L1_MOUSE	Signal-induced proliferation-associated 1-like protein 1	Representative isoform	4	4	0
PRT791_4_Q9JKB3	Q9JKB3	YBOX3_MOUSE	Y-box-binding protein 3	Representative isoform	4	5	3
PRT791_4_P57776	P57776	EF1D_MOUSE	Elongation factor 1-delta	Representative isoform	4	15	0
PRT791_4_Q9ES28	Q9ES28	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7	Representative isoform	4	9	0
PRT791_4_P42567	P42567	EPS15_MOUSE	Epidermal growth factor receptor substrate 15	Representative isoform	4	8	0
PRT791_4_Q7TQH0	Q7TQH0	ATX2L_MOUSE	Ataxin-2-like protein	Representative isoform	4	6	0
PRT791_4_Q9R020	Q9R020	ZRAB2_MOUSE	Zinc finger Ran-binding domain-containing protein 2	Representative isoform	4	7	0
PRT791_4_Q8BGU5	Q8BGU5	CCNY_MOUSE	Cyclin-Y	Representative isoform	4	8	4
PRT791_4_P19426	P19426	NELFE_MOUSE	Negative elongation factor E	Representative isoform	4	6	0
PRT791_4_O54931	O54931	AKAP2_MOUSE	A-kinase anchor protein 2	Representative isoform	4	7	0
PRT791_4_Q8K4L3	Q8K4L3	SVIL_MOUSE	Supervillin	Representative isoform	4	9	0
PRT791_4_E9Q394	E9Q394	AKP13_MOUSE	A-kinase anchor protein 13	Representative isoform	4	5	0
PRT791_4_Q9Z0R4	Q9Z0R4	ITSN1_MOUSE	Intersectin-1	Representative isoform	4	12	0
PRT791_4_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	4	10	4
PRT791_4_Q58A65	Q58A65	JIP4_MOUSE	C-Jun-amino-terminal kinase-interacting protein 4	Representative isoform	4	5	0
PRT791_4_Q64337	Q64337	SQSTM_MOUSE	Sequestosome-1	Representative isoform	4	7	2
PRT791_4_Q08122	Q08122	TLE3_MOUSE	Transducin-like enhancer protein 3	Representative isoform	4	4	0
PRT791_4_Q9WTQ5	Q9WTQ5	AKA12_MOUSE	A-kinase anchor protein 12	Representative isoform	4	7	4
PRT791_4_Q9ERG0	Q9ERG0	LIMA1_MOUSE	LIM domain and actin-binding protein 1	Representative isoform	4	7	4
