protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT792_3_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	20	41	19
PRT792_3_Q8CGN5	Q8CGN5	PLIN1_MOUSE	Perilipin-1	Representative isoform	12	39	5
PRT792_3_Q52KI8	Q52KI8	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1	Representative isoform	8	27	0
PRT792_3_P27546	P27546	MAP4_MOUSE	Microtubule-associated protein 4	Representative isoform	8	9	4
PRT792_3_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	8	16	0
PRT792_3_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	8	15	6
PRT792_3_Q8K4L3	Q8K4L3	SVIL_MOUSE	Supervillin	Representative isoform	7	13	0
PRT792_3_Q9WTQ5	Q9WTQ5	AKA12_MOUSE	A-kinase anchor protein 12	Representative isoform	7	13	7
PRT792_3_P48678	P48678	LMNA_MOUSE	Prelamin-A/C	Representative isoform	7	14	5
PRT792_3_O89032	O89032	SPD2A_MOUSE	SH3 and PX domain-containing protein 2A	Representative isoform	7	7	0
PRT792_3_Q6PGL7	Q6PGL7	WASC2_MOUSE	WASH complex subunit 2	Representative isoform	6	10	0
PRT792_3_Q8C0T5	Q8C0T5	SI1L1_MOUSE	Signal-induced proliferation-associated 1-like protein 1	Representative isoform	6	8	0
PRT792_3_Q8BTM8	Q8BTM8	FLNA_MOUSE	Filamin-A	Representative isoform	6	12	0
PRT792_3_Q9D0L8	Q9D0L8	MCES_MOUSE	mRNA cap guanine-N7 methyltransferase	Representative isoform	5	6	0
PRT792_3_Q6PDH0	Q6PDH0	PHLB1_MOUSE	Pleckstrin homology-like domain family B member 1	Representative isoform	5	8	0
PRT792_3_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	5	5	5
PRT792_3_Q6P5H2	Q6P5H2	NEST_MOUSE	Nestin	Representative isoform	5	7	5
PRT792_3_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	5	12	0
PRT792_3_Q8K1N2	Q8K1N2	PHLB2_MOUSE	Pleckstrin homology-like domain family B member 2	Representative isoform	5	7	0
PRT792_3_Q9DBR7	Q9DBR7	MYPT1_MOUSE	Protein phosphatase 1 regulatory subunit 12A	Representative isoform	5	6	2
PRT792_3_Q9ERG0	Q9ERG0	LIMA1_MOUSE	LIM domain and actin-binding protein 1	Representative isoform	4	5	4
PRT792_3_P54310	P54310	LIPS_MOUSE	Hormone-sensitive lipase	Representative isoform	4	7	0
PRT792_3_Q9ES28	Q9ES28	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7	Representative isoform	4	6	0
PRT792_3_Q9QXS1	Q9QXS1	PLEC_MOUSE	Plectin	Representative isoform	4	11	0
PRT792_3_Q80XI3	Q80XI3	IF4G3_MOUSE	Eukaryotic translation initiation factor 4 gamma 3	Representative isoform	4	5	0
PRT792_3_Q62219	Q62219	TGFI1_MOUSE	Transforming growth factor beta-1-induced transcript 1 protein	Representative isoform	4	7	0
PRT792_3_Q5SWU9	Q5SWU9	ACACA_MOUSE	Acetyl-CoA carboxylase 1	Representative isoform	4	9	1
PRT792_3_Q9R0L6	Q9R0L6	PCM1_MOUSE	Pericentriolar material 1 protein	Representative isoform	4	5	2
PRT792_3_Q9QYR6	Q9QYR6	MAP1A_MOUSE	Microtubule-associated protein 1A	Representative isoform	4	5	0
PRT792_3_P97434	P97434	MPRIP_MOUSE	Myosin phosphatase Rho-interacting protein	Representative isoform	4	6	0
PRT792_3_P70399	P70399	TP53B_MOUSE	TP53-binding protein 1	Representative isoform	3	3	0
PRT792_3_Q0P678	Q0P678	ZCH18_MOUSE	Zinc finger CCCH domain-containing protein 18	Representative isoform	3	4	0
PRT792_3_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	3	4	0
PRT792_3_Q9CY58	Q9CY58	PAIRB_MOUSE	Plasminogen activator inhibitor 1 RNA-binding protein	Representative isoform	3	5	2
PRT792_3_Q9JKB3	Q9JKB3	YBOX3_MOUSE	Y-box-binding protein 3	Representative isoform	3	5	3
PRT792_3_Q7TQH0	Q7TQH0	ATX2L_MOUSE	Ataxin-2-like protein	Representative isoform	3	5	0
PRT792_3_Q924A2	Q924A2	CIC_MOUSE	Protein capicua homolog	Representative isoform	3	3	1
