protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT868_3_Q8BTI8	Q8BTI8	SRRM2_MOUSE	Serine/arginine repetitive matrix protein 2	Representative isoform	6	27	6
PRT868_3_Q8K019	Q8K019	BCLF1_MOUSE	Bcl-2-associated transcription factor 1	Representative isoform	5	31	0
PRT868_3_P19973	P19973	LSP1_MOUSE	Lymphocyte-specific protein 1	Representative isoform	4	59	1
PRT868_3_Q9JIX8	Q9JIX8	ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	3	10	0
PRT868_3_Q62318	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta	Representative isoform	3	17	3
PRT868_3_Q52KI8	Q52KI8	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1	Representative isoform	3	16	0
PRT868_3_Q8K4G5	Q8K4G5	ABLM1_MOUSE	Actin-binding LIM protein 1	Representative isoform	3	7	0
PRT868_3_O35601	O35601	FYB1_MOUSE	FYN-binding protein 1	Representative isoform	3	11	1
PRT868_3_Q3UZA1	Q3UZA1	CPZIP_MOUSE	CapZ-interacting protein	Representative isoform	2	4	2
PRT868_3_Q08943	Q08943	SSRP1_MOUSE	FACT complex subunit SSRP1	Representative isoform	2	7	0
PRT868_3_Q9CSU0	Q9CSU0	RPR1B_MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 1B	Representative isoform	2	5	0
PRT868_3_Q99PV8	Q99PV8	BC11B_MOUSE	B-cell lymphoma/leukemia 11B	Representative isoform	2	8	0
PRT868_3_O54824	O54824	IL16_MOUSE	Pro-interleukin-16	Representative isoform	2	6	2
PRT868_3_Q9DCB4	Q9DCB4	ARP21_MOUSE	cAMP-regulated phosphoprotein 21	Representative isoform	2	2	0
PRT868_3_Q9CW46	Q9CW46	RAVR1_MOUSE	Ribonucleoprotein PTB-binding 1	Representative isoform	2	22	1
PRT868_3_Q8C2B3	Q8C2B3	HDAC7_MOUSE	Histone deacetylase 7	Representative isoform	2	14	0
PRT868_3_O88569	O88569	ROA2_MOUSE	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	2	4	1
PRT868_3_Q923E4	Q923E4	SIR1_MOUSE	NAD-dependent protein deacetylase sirtuin-1	Representative isoform	1	1	0
PRT868_3_Q3UYC0	Q3UYC0	PPM1H_MOUSE	Protein phosphatase 1H	Representative isoform	1	4	1
PRT868_3_Q9D0L8	Q9D0L8	MCES_MOUSE	mRNA cap guanine-N7 methyltransferase	Representative isoform	1	3	0
PRT868_3_P70399	P70399	TP53B_MOUSE	TP53-binding protein 1	Representative isoform	1	1	0
PRT868_3_Q80TY0	Q80TY0	FNBP1_MOUSE	Formin-binding protein 1	Representative isoform	1	5	0
PRT868_3_Q9JL26	Q9JL26	FMNL1_MOUSE	Formin-like protein 1	Representative isoform	1	4	0
PRT868_3_Q80YV2	Q80YV2	NIPA_MOUSE	Nuclear-interacting partner of ALK	Representative isoform	1	2	0
PRT868_3_Q8BGU5	Q8BGU5	CCNY_MOUSE	Cyclin-Y	Representative isoform	1	3	1
PRT868_3_E9Q394	E9Q394	AKP13_MOUSE	A-kinase anchor protein 13	Representative isoform	1	2	0
PRT868_3_Q80UG5	Q80UG5	SEPT9_MOUSE	Septin-9	Representative isoform	1	3	0
