protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT796_2_P78527	P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit	Representative isoform	102	290	101
PRT796_2_P31327	P31327	CPSM_HUMAN	Carbamoyl-phosphate synthase [ammonia], mitochondrial	Representative isoform	89	415	89
PRT796_2_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	84	231	69
PRT796_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	64	860	29
PRT796_2_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	60	544	44
PRT796_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	53	278	53
PRT796_2_P31948	P31948	STIP1_HUMAN	Stress-induced-phosphoprotein 1	Representative isoform	53	186	52
PRT796_2_Q14247	Q14247	SRC8_HUMAN	Src substrate cortactin	Representative isoform	52	171	51
PRT796_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	51	237	48
PRT796_2_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	51	186	49
PRT796_2_P06733	P06733	ENOA_HUMAN	Alpha-enolase	Representative isoform	48	248	43
PRT796_2_P0DMV8	P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A	Representative isoform	45	268	0
PRT796_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	44	97	40
PRT796_2_P49588	P49588	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic	Representative isoform	41	167	41
PRT796_2_Q00610	Q00610	CLH1_HUMAN	Clathrin heavy chain 1	Representative isoform	41	86	28
PRT796_2_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	40	95	40
PRT796_2_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	40	323	1
PRT796_2_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	Representative isoform	40	146	33
PRT796_2_P29401	P29401	TKT_HUMAN	Transketolase	Representative isoform	39	144	38
PRT796_2_P50990	P50990	TCPQ_HUMAN	T-complex protein 1 subunit theta	Representative isoform	38	241	38
PRT796_2_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	38	90	34
PRT796_2_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	Representative isoform	37	129	36
PRT796_2_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	36	129	36
