protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT826_1_Q66HD0	Q66HD0	ENPL_RAT	Endoplasmin	Representative isoform	35	95	0
PRT826_1_P11507	P11507	AT2A2_RAT	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	31	70	19
PRT826_1_P16638	P16638	ACLY_RAT	ATP-citrate synthase	Representative isoform	19	37	0
PRT826_1_P69897	P69897	TBB5_RAT	Tubulin beta-5 chain	Representative isoform	19	108	3
PRT826_1_Q07936	Q07936	ANXA2_RAT	Annexin A2	Representative isoform	16	41	15
PRT826_1_Q9Z2Q1	Q9Z2Q1	SC31A_RAT	Protein transport protein Sec31A	Representative isoform	16	24	0
PRT826_1_A7VJC2	A7VJC2	ROA2_RAT	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	16	65	0
PRT826_1_P62944	P62944	AP2B1_RAT	AP-2 complex subunit beta	Representative isoform	15	29	9
PRT826_1_Q68FP1	Q68FP1	GELS_RAT	Gelsolin	Representative isoform	15	30	15
PRT826_1_Q62920	Q62920	PDLI5_RAT	PDZ and LIM domain protein 5	Representative isoform	12	27	12
PRT826_1_P11980	P11980	KPYM_RAT	Pyruvate kinase PKM	Representative isoform	12	21	2
PRT826_1_Q6MG49	Q6MG49	BAG6_RAT	Large proline-rich protein BAG6	Representative isoform	12	16	1
PRT826_1_Q62952	Q62952	DPYL3_RAT	Dihydropyrimidinase-related protein 3	Representative isoform	11	17	8
PRT826_1_P04692	P04692	TPM1_RAT	Tropomyosin alpha-1 chain	Representative isoform	11	18	0
PRT826_1_Q5QD51	Q5QD51	AKA12_RAT	A-kinase anchor protein 12	Representative isoform	11	18	11
PRT826_1_P13264	P13264	GLSK_RAT	Glutaminase kidney isoform, mitochondrial	Representative isoform	11	23	0
PRT826_1_Q6URK4	Q6URK4	ROA3_RAT	Heterogeneous nuclear ribonucleoprotein A3	Representative isoform	10	34	2
PRT826_1_P04937	P04937	FINC_RAT	Fibronectin	Representative isoform	10	10	0
PRT826_1_F1LQ48	F1LQ48	HNRPL_RAT	Heterogeneous nuclear ribonucleoprotein L	Representative isoform	10	25	1
PRT826_1_Q9JJ22	Q9JJ22	ERAP1_RAT	Endoplasmic reticulum aminopeptidase 1	Representative isoform	9	14	0
PRT826_1_P07872	P07872	ACOX1_RAT	Peroxisomal acyl-coenzyme A oxidase 1	Representative isoform	9	13	0
PRT826_1_Q00438	Q00438	PTBP1_RAT	Polypyrimidine tract-binding protein 1	Representative isoform	9	27	0
