protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT825_2_P16546	P16546	SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	24	28	0
PRT825_2_P63038	P63038	CH60_MOUSE	60 kDa heat shock protein, mitochondrial	Representative isoform	24	52	16
PRT825_2_Q8K0L3	Q8K0L3	ACSM2_MOUSE	Acyl-coenzyme A synthetase ACSM2, mitochondrial	Representative isoform	23	71	8
PRT825_2_Q9R0H0	Q9R0H0	ACOX1_MOUSE	Peroxisomal acyl-coenzyme A oxidase 1	Representative isoform	21	34	3
PRT825_2_Q60597	Q60597	ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial	Representative isoform	19	27	2
PRT825_2_P34914	P34914	HYES_MOUSE	Bifunctional epoxide hydrolase 2	Representative isoform	14	18	1
PRT825_2_Q9CPY7	Q9CPY7	AMPL_MOUSE	Cytosol aminopeptidase	Representative isoform	14	22	10
PRT825_2_P52480	P52480	KPYM_MOUSE	Pyruvate kinase PKM	Representative isoform	13	22	6
PRT825_2_P97807	P97807	FUMH_MOUSE	Fumarate hydratase, mitochondrial	Representative isoform	12	20	11
PRT825_2_Q64516	Q64516	GLPK_MOUSE	Glycerol kinase	Representative isoform	12	20	1
PRT825_2_P99029	P99029	PRDX5_MOUSE	Peroxiredoxin-5, mitochondrial	Representative isoform	11	32	0
PRT825_2_Q9D6R2	Q9D6R2	IDH3A_MOUSE	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Representative isoform	11	17	0
PRT825_2_Q3UNX5	Q3UNX5	ACSM3_MOUSE	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Representative isoform	11	17	11
PRT825_2_Q60866	Q60866	PTER_MOUSE	Phosphotriesterase-related protein	Representative isoform	10	13	0
PRT825_2_Q61598	Q61598	GDIB_MOUSE	Rab GDP dissociation inhibitor beta	Representative isoform	10	13	3
PRT825_2_P50516	P50516	VATA_MOUSE	V-type proton ATPase catalytic subunit A	Representative isoform	10	14	8
PRT825_2_Q9Z2I8	Q9Z2I8	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	Representative isoform	10	22	10
PRT825_2_Q9DBF1	Q9DBF1	AL7A1_MOUSE	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	9	17	1
PRT825_2_P61922	P61922	GABT_MOUSE	4-aminobutyrate aminotransferase, mitochondrial	Representative isoform	9	12	6
PRT825_2_Q5U5V2	Q5U5V2	HYKK_MOUSE	Hydroxylysine kinase	Representative isoform	9	9	9
PRT825_2_Q62261	Q62261	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1	Representative isoform	9	9	2
PRT825_2_Q91VM9	Q91VM9	IPYR2_MOUSE	Inorganic pyrophosphatase 2, mitochondrial	Representative isoform	8	11	0
PRT825_2_P11983	P11983	TCPA_MOUSE	T-complex protein 1 subunit alpha	Representative isoform	8	9	7
PRT825_2_Q8R146	Q8R146	APEH_MOUSE	Acylamino-acid-releasing enzyme	Representative isoform	7	8	0
PRT825_2_Q8VDK1	Q8VDK1	NIT1_MOUSE	Deaminated glutathione amidase	Representative isoform	7	11	3
PRT825_2_P61979	P61979	HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	7	10	0
PRT825_2_Q91XE0	Q91XE0	GLYAT_MOUSE	Glycine N-acyltransferase	Representative isoform	7	15	7
PRT825_2_O88569	O88569	ROA2_MOUSE	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	7	10	4
PRT825_2_Q3UNZ8	Q3UNZ8	QORL2_MOUSE	Quinone oxidoreductase-like protein 2	Representative isoform	7	8	2
PRT825_2_Q8BGA8	Q8BGA8	ACSM5_MOUSE	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Representative isoform	6	6	1
PRT825_2_Q8BFR5	Q8BFR5	EFTU_MOUSE	Elongation factor Tu, mitochondrial	Representative isoform	6	7	2
PRT825_2_Q9D2G2	Q9D2G2	ODO2_MOUSE	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	Representative isoform	6	11	6
PRT825_2_P98078	P98078	DAB2_MOUSE	Disabled homolog 2	Representative isoform	6	10	0
PRT825_2_Q61699	Q61699	HS105_MOUSE	Heat shock protein 105 kDa	Representative isoform	5	6	0
PRT825_2_Q3TW96	Q3TW96	UAP1L_MOUSE	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	Representative isoform	5	6	4
PRT825_2_Q8BH86	Q8BH86	GLUCM_MOUSE	D-glutamate cyclase, mitochondrial	Representative isoform	5	6	0
PRT825_2_Q9DBG3	Q9DBG3	AP2B1_MOUSE	AP-2 complex subunit beta	Representative isoform	5	6	0
