protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT822_3_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	33	241	33
PRT822_3_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	12	76	12
PRT822_3_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	9	50	8
PRT822_3_P06748	P06748	NPM_HUMAN	Nucleophosmin	Representative isoform	8	529	8
PRT822_3_Q8WVC0	Q8WVC0	LEO1_HUMAN	RNA polymerase-associated protein LEO1	Representative isoform	8	20	8
PRT822_3_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	Representative isoform	8	46	8
PRT822_3_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	Representative isoform	7	36	7
PRT822_3_Q14978	Q14978	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1	Representative isoform	7	74	7
PRT822_3_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	5	25	5
PRT822_3_P35659	P35659	DEK_HUMAN	Protein DEK	Representative isoform	5	121	5
PRT822_3_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	5	25	5
PRT822_3_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	Representative isoform	5	18	5
PRT822_3_Q9NYV4	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	Representative isoform	5	20	5
PRT822_3_Q6KC79	Q6KC79	NIPBL_HUMAN	Nipped-B-like protein	Representative isoform	5	43	5
PRT822_3_P51532	P51532	SMCA4_HUMAN	Transcription activator BRG1	Representative isoform	5	76	5
PRT822_3_Q7Z4V5	Q7Z4V5	HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2	Representative isoform	5	14	5
PRT822_3_P46100	P46100	ATRX_HUMAN	Transcriptional regulator ATRX	Representative isoform	5	22	5
PRT822_3_P62995	P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta	Representative isoform	4	11	2
PRT822_3_Q13595	Q13595	TRA2A_HUMAN	Transformer-2 protein homolog alpha	Representative isoform	4	21	2
PRT822_3_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	4	10	1
PRT822_3_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	Representative isoform	4	100	4
PRT822_3_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	Representative isoform	3	17	3
PRT822_3_P14866	P14866	HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L	Representative isoform	3	8	3
PRT822_3_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	3	5	3
