protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT803_1_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	36	177	36
PRT803_1_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	Representative isoform	31	103	31
PRT803_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	16	34	16
PRT803_1_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	Representative isoform	16	27	14
PRT803_1_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	14	24	14
PRT803_1_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	12	37	11
PRT803_1_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	Representative isoform	11	22	11
PRT803_1_P02768	P02768	ALBU_HUMAN	Serum albumin	Representative isoform	10	25	10
PRT803_1_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	10	14	10
PRT803_1_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	Representative isoform	10	12	10
PRT803_1_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	9	25	8
PRT803_1_Q9HBL0	Q9HBL0	TENS1_HUMAN	Tensin-1	Representative isoform	9	28	9
PRT803_1_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	9	16	9
PRT803_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	8	38	8
PRT803_1_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	Representative isoform	8	10	8
PRT803_1_Q14160	Q14160	SCRIB_HUMAN	Protein scribble homolog	Representative isoform	8	19	8
PRT803_1_Q96T37	Q96T37	RBM15_HUMAN	RNA-binding protein 15	Representative isoform	8	14	8
PRT803_1_Q9UKV3	Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	Representative isoform	8	29	8
PRT803_1_Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIM domain and actin-binding protein 1	Representative isoform	8	17	8
PRT803_1_P85037	P85037	FOXK1_HUMAN	Forkhead box protein K1	Representative isoform	7	22	7
PRT803_1_Q99959	Q99959	PKP2_HUMAN	Plakophilin-2	Representative isoform	7	10	7
PRT803_1_P15924	P15924	DESP_HUMAN	Desmoplakin	Representative isoform	7	30	7
PRT803_1_P52272	P52272	HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M	Representative isoform	7	8	7
PRT803_1_Q96PK6	Q96PK6	RBM14_HUMAN	RNA-binding protein 14	Representative isoform	6	14	5
PRT803_1_P35658	P35658	NU214_HUMAN	Nuclear pore complex protein Nup214	Representative isoform	6	16	6
PRT803_1_Q12929	Q12929	EPS8_HUMAN	Epidermal growth factor receptor kinase substrate 8	Representative isoform	6	9	6
PRT803_1_Q9UGU0	Q9UGU0	TCF20_HUMAN	Transcription factor 20	Representative isoform	6	14	6
PRT803_1_Q86VM9	Q86VM9	ZCH18_HUMAN	Zinc finger CCCH domain-containing protein 18	Representative isoform	6	7	6
PRT803_1_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	Representative isoform	6	10	5
PRT803_1_Q9UMS6	Q9UMS6	SYNP2_HUMAN	Synaptopodin-2	Representative isoform	6	13	6
PRT803_1_Q9UDY2	Q9UDY2	ZO2_HUMAN	Tight junction protein ZO-2	Representative isoform	6	10	6
PRT803_1_Q9NWH9	Q9NWH9	SLTM_HUMAN	SAFB-like transcription modulator	Representative isoform	6	10	6
PRT803_1_Q9H1E3	Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	Representative isoform	6	11	6
PRT803_1_Q5VUA4	Q5VUA4	ZN318_HUMAN	Zinc finger protein 318	Representative isoform	6	6	6
