protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT823_2_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	16	116	16
PRT823_2_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	15	205	15
PRT823_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	14	91	5
PRT823_2_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	13	66	13
PRT823_2_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	13	84	13
PRT823_2_P06733	P06733	ENOA_HUMAN	Alpha-enolase	Representative isoform	12	108	11
PRT823_2_Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12	Representative isoform	9	88	9
PRT823_2_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	9	75	5
PRT823_2_P00338	P00338	LDHA_HUMAN	L-lactate dehydrogenase A chain	Representative isoform	9	55	6
PRT823_2_P27361	P27361	MK03_HUMAN	Mitogen-activated protein kinase 3	Representative isoform	9	123	6
PRT823_2_Q9Y520	Q9Y520	PRC2C_HUMAN	Protein PRRC2C	Representative isoform	8	29	8
PRT823_2_P0DMV8	P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A	Representative isoform	8	46	0
PRT823_2_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	8	50	8
PRT823_2_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	8	57	0
PRT823_2_P49790	P49790	NU153_HUMAN	Nuclear pore complex protein Nup153	Representative isoform	7	35	7
PRT823_2_P60174	P60174	TPIS_HUMAN	Triosephosphate isomerase	Representative isoform	7	83	7
PRT823_2_P98082	P98082	DAB2_HUMAN	Disabled homolog 2	Representative isoform	6	69	6
PRT823_2_Q7Z434	Q7Z434	MAVS_HUMAN	Mitochondrial antiviral-signaling protein	Representative isoform	6	28	6
PRT823_2_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	Representative isoform	6	54	6
PRT823_2_Q14247	Q14247	SRC8_HUMAN	Src substrate cortactin	Representative isoform	6	59	6
PRT823_2_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	Representative isoform	6	53	6
PRT823_2_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	Representative isoform	5	28	5
PRT823_2_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	Representative isoform	5	16	5
PRT823_2_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	5	38	5
PRT823_2_P46937	P46937	YAP1_HUMAN	Transcriptional coactivator YAP1	Representative isoform	5	41	5
PRT823_2_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	5	32	5
PRT823_2_Q14157	Q14157	UBP2L_HUMAN	Ubiquitin-associated protein 2-like	Representative isoform	5	34	5
PRT823_2_P05023	P05023	AT1A1_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-1	Representative isoform	5	25	3
PRT823_2_Q15942	Q15942	ZYX_HUMAN	Zyxin	Representative isoform	5	60	5
PRT823_2_Q9NZT2	Q9NZT2	OGFR_HUMAN	Opioid growth factor receptor	Representative isoform	5	24	5
PRT823_2_O95359	O95359	TACC2_HUMAN	Transforming acidic coiled-coil-containing protein 2	Representative isoform	5	18	5
PRT823_2_O15027	O15027	SC16A_HUMAN	Protein transport protein Sec16A	Representative isoform	5	29	5
PRT823_2_P06748	P06748	NPM_HUMAN	Nucleophosmin	Representative isoform	5	45	5
PRT823_2_P62258	P62258	1433E_HUMAN	14-3-3 protein epsilon	Representative isoform	5	44	4
PRT823_2_P51858	P51858	HDGF_HUMAN	Hepatoma-derived growth factor	Representative isoform	4	45	4
PRT823_2_O43852	O43852	CALU_HUMAN	Calumenin	Representative isoform	4	23	4
PRT823_2_P14314	P14314	GLU2B_HUMAN	Glucosidase 2 subunit beta	Representative isoform	4	33	4
PRT823_2_P08195	P08195	4F2_HUMAN	4F2 cell-surface antigen heavy chain	Representative isoform	4	45	4
PRT823_2_P28482	P28482	MK01_HUMAN	Mitogen-activated protein kinase 1	Representative isoform	4	18	1
PRT823_2_Q86WB0	Q86WB0	NIPA_HUMAN	Nuclear-interacting partner of ALK	Representative isoform	4	39	4
PRT823_2_P22234	P22234	PUR6_HUMAN	Multifunctional protein ADE2	Representative isoform	4	26	4
PRT823_2_Q12802	Q12802	AKP13_HUMAN	A-kinase anchor protein 13	Representative isoform	4	17	4
PRT823_2_P52948	P52948	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96	Representative isoform	4	50	4
PRT823_2_P25705	P25705	ATPA_HUMAN	ATP synthase subunit alpha, mitochondrial	Representative isoform	4	14	4
PRT823_2_P17812	P17812	PYRG1_HUMAN	CTP synthase 1	Representative isoform	4	34	4
PRT823_2_Q86TC9	Q86TC9	MYPN_HUMAN	Myopalladin	Representative isoform	4	17	4
PRT823_2_O00429	O00429	DNM1L_HUMAN	Dynamin-1-like protein	Representative isoform	4	21	4
PRT823_2_Q5SW79	Q5SW79	CE170_HUMAN	Centrosomal protein of 170 kDa	Representative isoform	4	14	4
PRT823_2_P16949	P16949	STMN1_HUMAN	Stathmin	Representative isoform	4	87	3
PRT823_2_P37802	P37802	TAGL2_HUMAN	Transgelin-2	Representative isoform	4	32	3
PRT823_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	4	57	3
PRT823_2_P09651	P09651	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1	Representative isoform	4	34	2
PRT823_2_Q04637	Q04637	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1	Representative isoform	4	37	4
PRT823_2_Q96S55	Q96S55	WRIP1_HUMAN	ATPase WRNIP1	Representative isoform	4	10	4
PRT823_2_Q14160	Q14160	SCRIB_HUMAN	Protein scribble homolog	Representative isoform	4	17	4
PRT823_2_Q3KQU3	Q3KQU3	MA7D1_HUMAN	MAP7 domain-containing protein 1	Representative isoform	4	12	4
PRT823_2_P85037	P85037	FOXK1_HUMAN	Forkhead box protein K1	Representative isoform	4	20	4
PRT823_2_O43399	O43399	TPD54_HUMAN	Tumor protein D54	Representative isoform	4	35	4
PRT823_2_P49321	P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein	Representative isoform	3	13	3
PRT823_2_Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1	Representative isoform	3	13	3
PRT823_2_P50991	P50991	TCPD_HUMAN	T-complex protein 1 subunit delta	Representative isoform	3	10	3
PRT823_2_Q92598	Q92598	HS105_HUMAN	Heat shock protein 105 kDa	Representative isoform	3	23	3
PRT823_2_Q8WX93	Q8WX93	PALLD_HUMAN	Palladin	Representative isoform	3	11	3
PRT823_2_Q99590	Q99590	SCAFB_HUMAN	Protein SCAF11	Representative isoform	3	5	3
PRT823_2_Q9NQC3	Q9NQC3	RTN4_HUMAN	Reticulon-4	Representative isoform	3	117	3
PRT823_2_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	Representative isoform	3	17	3
PRT823_2_Q01105	Q01105	SET_HUMAN	Protein SET	Representative isoform	3	6	1
PRT823_2_A0MZ66	A0MZ66	SHOT1_HUMAN	Shootin-1	Representative isoform	3	30	3
PRT823_2_O75410	O75410	TACC1_HUMAN	Transforming acidic coiled-coil-containing protein 1	Representative isoform	3	16	3
PRT823_2_Q6FI81	Q6FI81	CPIN1_HUMAN	Anamorsin	Representative isoform	3	16	3
PRT823_2_O14745	O14745	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Representative isoform	3	12	3
PRT823_2_Q08AD1	Q08AD1	CAMP2_HUMAN	Calmodulin-regulated spectrin-associated protein 2	Representative isoform	3	22	3
PRT823_2_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Representative isoform	3	31	3
PRT823_2_O60664	O60664	PLIN3_HUMAN	Perilipin-3	Representative isoform	3	5	3
PRT823_2_O95831	O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	3	11	3
PRT823_2_P46013	P46013	KI67_HUMAN	Proliferation marker protein Ki-67	Representative isoform	3	23	3
PRT823_2_P63104	P63104	1433Z_HUMAN	14-3-3 protein zeta/delta	Representative isoform	3	46	2
PRT823_2_P32004	P32004	L1CAM_HUMAN	Neural cell adhesion molecule L1	Representative isoform	3	20	3
PRT823_2_Q9UGV2	Q9UGV2	NDRG3_HUMAN	Protein NDRG3	Representative isoform	3	10	3
PRT823_2_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	3	17	2
PRT823_2_Q6Y7W6	Q6Y7W6	GGYF2_HUMAN	GRB10-interacting GYF protein 2	Representative isoform	3	10	3
PRT823_2_O60245	O60245	PCDH7_HUMAN	Protocadherin-7	Representative isoform	3	10	3
PRT823_2_P04920	P04920	B3A2_HUMAN	Anion exchange protein 2	Representative isoform	3	21	3
PRT823_2_Q86W56	Q86W56	PARG_HUMAN	Poly(ADP-ribose) glycohydrolase	Representative isoform	3	10	3
PRT823_2_O95197	O95197	RTN3_HUMAN	Reticulon-3	Representative isoform	3	17	3
PRT823_2_Q9H8Y8	Q9H8Y8	GORS2_HUMAN	Golgi reassembly-stacking protein 2	Representative isoform	3	24	3
PRT823_2_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	Representative isoform	3	16	2
PRT823_2_Q96TA1	Q96TA1	NIBA2_HUMAN	Protein Niban 2	Representative isoform	3	53	3
PRT823_2_P47756	P47756	CAPZB_HUMAN	F-actin-capping protein subunit beta	Representative isoform	3	14	3
PRT823_2_Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	Zinc finger CCCH-type antiviral protein 1	Representative isoform	3	19	3
PRT823_2_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	3	9	3
PRT823_2_Q9ULD2	Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1	Representative isoform	3	28	3
PRT823_2_P45880	P45880	VDAC2_HUMAN	Voltage-dependent anion-selective channel protein 2	Representative isoform	3	9	3
PRT823_2_P49023	P49023	PAXI_HUMAN	Paxillin	Representative isoform	3	24	3
PRT823_2_P62937	P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A	Representative isoform	3	13	3
PRT823_2_Q68CZ2	Q68CZ2	TENS3_HUMAN	Tensin-3	Representative isoform	3	18	3
PRT823_2_P17544	P17544	ATF7_HUMAN	Cyclic AMP-dependent transcription factor ATF-7	Representative isoform	3	33	3
PRT823_2_P11940	P11940	PABP1_HUMAN	Polyadenylate-binding protein 1	Representative isoform	3	24	1
PRT823_2_P31946	P31946	1433B_HUMAN	14-3-3 protein beta/alpha	Representative isoform	3	42	2
PRT823_2_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	Representative isoform	3	18	3
PRT823_2_P34897	P34897	GLYM_HUMAN	Serine hydroxymethyltransferase, mitochondrial	Representative isoform	3	14	3
PRT823_2_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	Representative isoform	2	9	2
PRT823_2_P13804	P13804	ETFA_HUMAN	Electron transfer flavoprotein subunit alpha, mitochondrial	Representative isoform	2	11	2
PRT823_2_Q8NBS9	Q8NBS9	TXND5_HUMAN	Thioredoxin domain-containing protein 5	Representative isoform	2	6	2
PRT823_2_P20810	P20810	ICAL_HUMAN	Calpastatin	Representative isoform	2	17	2
PRT823_2_Q99460	Q99460	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1	Representative isoform	2	12	2
PRT823_2_P50395	P50395	GDIB_HUMAN	Rab GDP dissociation inhibitor beta	Representative isoform	2	7	1
PRT823_2_Q92609	Q92609	TBCD5_HUMAN	TBC1 domain family member 5	Representative isoform	2	13	2
PRT823_2_Q5VZK9	Q5VZK9	CARL1_HUMAN	F-actin-uncapping protein LRRC16A	Representative isoform	2	9	2
PRT823_2_Q13033	Q13033	STRN3_HUMAN	Striatin-3	Representative isoform	2	21	2
PRT823_2_O60271	O60271	JIP4_HUMAN	C-Jun-amino-terminal kinase-interacting protein 4	Representative isoform	2	9	2
PRT823_2_Q01082	Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1	Representative isoform	2	2	2
PRT823_2_P37275	P37275	ZEB1_HUMAN	Zinc finger E-box-binding homeobox 1	Representative isoform	2	4	2
PRT823_2_Q13501	Q13501	SQSTM_HUMAN	Sequestosome-1	Representative isoform	2	9	2
