protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT871_1_P26640	P26640	SYVC_HUMAN	Valine--tRNA ligase	Representative isoform	30	56	30
PRT871_1_P26641	P26641	EF1G_HUMAN	Elongation factor 1-gamma	Representative isoform	28	140	28
PRT871_1_P19474	P19474	RO52_HUMAN	E3 ubiquitin-protein ligase TRIM21	Representative isoform	23	61	22
PRT871_1_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	Representative isoform	19	153	16
PRT871_1_O75688	O75688	PPM1B_HUMAN	Protein phosphatase 1B	Representative isoform	18	58	15
PRT871_1_P13693	P13693	TCTP_HUMAN	Translationally-controlled tumor protein	Representative isoform	17	1382	13
PRT871_1_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	16	42	10
PRT871_1_Q71U36	Q71U36	TBA1A_HUMAN	Tubulin alpha-1A chain	Representative isoform	16	47	0
PRT871_1_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	16	48	0
PRT871_1_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	15	103	1
PRT871_1_O14744	O14744	ANM5_HUMAN	Protein arginine N-methyltransferase 5	Representative isoform	14	29	14
PRT871_1_Q13509	Q13509	TBB3_HUMAN	Tubulin beta-3 chain	Representative isoform	14	47	1
PRT871_1_P07355	P07355	ANXA2_HUMAN	Annexin A2	Representative isoform	14	37	4
PRT871_1_P23588	P23588	IF4B_HUMAN	Eukaryotic translation initiation factor 4B	Representative isoform	11	48	11
PRT871_1_P29279	P29279	CCN2_HUMAN	CCN family member 2	Representative isoform	10	18	10
PRT871_1_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	9	13	8
PRT871_1_P05388	P05388	RLA0_HUMAN	60S acidic ribosomal protein P0	Representative isoform	9	18	2
PRT871_1_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	Representative isoform	9	21	9
PRT871_1_P23396	P23396	RS3_HUMAN	40S ribosomal protein S3	Representative isoform	9	25	9
PRT871_1_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	8	12	8
PRT871_1_P35637	P35637	FUS_HUMAN	RNA-binding protein FUS	Representative isoform	8	29	6
