protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT806_1_Q09666	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK	Representative isoform	57	201	57
PRT806_1_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	Representative isoform	35	137	35
PRT806_1_Q15149	Q15149	PLEC_HUMAN	Plectin	Representative isoform	34	90	34
PRT806_1_Q13428	Q13428	TCOF_HUMAN	Treacle protein	Representative isoform	24	76	24
PRT806_1_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	20	41	18
PRT806_1_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	Representative isoform	20	57	20
PRT806_1_P35579	P35579	MYH9_HUMAN	Myosin-9	Representative isoform	20	37	18
PRT806_1_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	20	89	18
PRT806_1_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	Representative isoform	19	85	19
PRT806_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	Representative isoform	18	32	18
PRT806_1_O43707	O43707	ACTN4_HUMAN	Alpha-actinin-4	Representative isoform	18	51	14
PRT806_1_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	Representative isoform	18	74	18
PRT806_1_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	Representative isoform	16	74	16
PRT806_1_Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1	Representative isoform	15	86	15
PRT806_1_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	15	52	6
PRT806_1_Q13813	Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1	Representative isoform	15	18	15
PRT806_1_O75369	O75369	FLNB_HUMAN	Filamin-B	Representative isoform	14	22	12
PRT806_1_P48634	P48634	PRC2A_HUMAN	Protein PRRC2A	Representative isoform	13	47	13
PRT806_1_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	Representative isoform	13	19	7
